spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
everybody having hearing ablation;MS;M;non;NR;;P;to need;moi-meme;need;everybody having hearing ablation need [MASK].
everybody having hearing ablation;MS;M;non;NR;;P;to work;moi-meme;work as;everybody having hearing ablation work as [MASK].
everybody with hearing ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody with hearing ablation have a job as [MASK].
everybody with hearing ablation;MS;M;non;NR;;P;to be;moi-meme;are;everybody with hearing ablation are [MASK].
everybody with hearing ablation;MS;M;non;NR;;P;to need;moi-meme;need;everybody with hearing ablation need [MASK].
everybody with hearing ablation;MS;M;non;NR;;P;to work;moi-meme;work as;everybody with hearing ablation work as [MASK].
everybody having ear ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody having ear ablation have a job as [MASK].
everybody having ear ablation;MS;M;non;NR;;P;to be;moi-meme;are;everybody having ear ablation are [MASK].
everybody having ear ablation;MS;M;non;NR;;P;to need;moi-meme;need;everybody having ear ablation need [MASK].
everybody having ear ablation;MS;M;non;NR;;P;to work;moi-meme;work as;everybody having ear ablation work as [MASK].
everybody with ear ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody with ear ablation have a job as [MASK].
everybody with ear ablation;MS;M;non;NR;;P;to be;moi-meme;are;everybody with ear ablation are [MASK].
everybody with ear ablation;MS;M;non;NR;;P;to need;moi-meme;need;everybody with ear ablation need [MASK].
everybody with ear ablation;MS;M;non;NR;;P;to work;moi-meme;work as;everybody with ear ablation work as [MASK].
everybody with a hearing disability;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody with a hearing disability have a job as [MASK].
everybody with a hearing disability;MS;M;non;NR;;P;to be;moi-meme;are;everybody with a hearing disability are [MASK].
everybody with a hearing disability;MS;M;non;NR;;P;to need;moi-meme;need;everybody with a hearing disability need [MASK].
everybody with a hearing disability;MS;M;non;NR;;P;to work;moi-meme;work as;everybody with a hearing disability work as [MASK].
everybody having a hearing disability;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody having a hearing disability have a job as [MASK].
everybody having a hearing disability;MS;M;non;NR;;P;to be;moi-meme;are;everybody having a hearing disability are [MASK].
everybody having a hearing disability;MS;M;non;NR;;P;to need;moi-meme;need;everybody having a hearing disability need [MASK].
everybody having a hearing disability;MS;M;non;NR;;P;to work;moi-meme;work as;everybody having a hearing disability work as [MASK].
everybody with a hearing handicap;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody with a hearing handicap have a job as [MASK].
everybody with a hearing handicap;MS;M;non;NR;;P;to be;moi-meme;are;everybody with a hearing handicap are [MASK].
everybody with a hearing handicap;MS;M;non;NR;;P;to need;moi-meme;need;everybody with a hearing handicap need [MASK].
everybody with a hearing handicap;MS;M;non;NR;;P;to work;moi-meme;work as;everybody with a hearing handicap work as [MASK].
everybody having a hearing handicap;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody having a hearing handicap have a job as [MASK].
everybody having a hearing handicap;MS;M;non;NR;;P;to be;moi-meme;are;everybody having a hearing handicap are [MASK].
everybody having a hearing handicap;MS;M;non;NR;;P;to need;moi-meme;need;everybody having a hearing handicap need [MASK].
everybody having a hearing handicap;MS;M;non;NR;;P;to work;moi-meme;work as;everybody having a hearing handicap work as [MASK].
everybody having a hearing problem;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody having a hearing problem have a job as [MASK].
everybody having a hearing problem;MS;M;non;NR;;P;to be;moi-meme;are;everybody having a hearing problem are [MASK].
everybody having a hearing problem;MS;M;non;NR;;P;to need;moi-meme;need;everybody having a hearing problem need [MASK].
everybody having a hearing problem;MS;M;non;NR;;P;to work;moi-meme;work as;everybody having a hearing problem work as [MASK].
everybody with a hearing problem;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody with a hearing problem have a job as [MASK].
everybody with a hearing problem;MS;M;non;NR;;P;to be;moi-meme;are;everybody with a hearing problem are [MASK].
everybody with a hearing problem;MS;M;non;NR;;P;to need;moi-meme;need;everybody with a hearing problem need [MASK].
everybody with a hearing problem;MS;M;non;NR;;P;to work;moi-meme;work as;everybody with a hearing problem work as [MASK].
everybody having a hearing issue;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody having a hearing issue have a job as [MASK].
everybody having a hearing issue;MS;M;non;NR;;P;to be;moi-meme;are;everybody having a hearing issue are [MASK].
everybody having a hearing issue;MS;M;non;NR;;P;to need;moi-meme;need;everybody having a hearing issue need [MASK].
everybody having a hearing issue;MS;M;non;NR;;P;to work;moi-meme;work as;everybody having a hearing issue work as [MASK].
everybody with a hearing issue;MS;M;non;NR;;P;job;moi-meme;have a job as;everybody with a hearing issue have a job as [MASK].
everybody with a hearing issue;MS;M;non;NR;;P;to be;moi-meme;are;everybody with a hearing issue are [MASK].
everybody with a hearing issue;MS;M;non;NR;;P;to need;moi-meme;need;everybody with a hearing issue need [MASK].
everybody with a hearing issue;MS;M;non;NR;;P;to work;moi-meme;work as;everybody with a hearing issue work as [MASK].
hard of hearing people;MS;M;non;R;;P;job;moi-meme;have a job as;hard of hearing people have a job as [MASK].
hard of hearing people;MS;M;non;R;;P;to be;moi-meme;are;hard of hearing people are [MASK].
hard of hearing people;MS;M;non;R;;P;to need;moi-meme;need;hard of hearing people need [MASK].
hard of hearing people;MS;M;non;R;;P;to work;moi-meme;work as;hard of hearing people work as [MASK].
hearing impaired people;MS;M;non;NR;;P;job;moi-meme;have a job as;hearing impaired people have a job as [MASK].
hearing impaired people;MS;M;non;NR;;P;to be;moi-meme;are;hearing impaired people are [MASK].
hearing impaired people;MS;M;non;NR;;P;to need;moi-meme;need;hearing impaired people need [MASK].
hearing impaired people;MS;M;non;NR;;P;to work;moi-meme;work as;hearing impaired people work as [MASK].
people having hearing loss;MS;M;non;R;;P;job;moi-meme;have a job as;people having hearing loss have a job as [MASK].
people having hearing loss;MS;M;non;R;;P;to be;moi-meme;are;people having hearing loss are [MASK].
people having hearing loss;MS;M;non;R;;P;to need;moi-meme;need;people having hearing loss need [MASK].
people having hearing loss;MS;M;non;R;;P;to work;moi-meme;work as;people having hearing loss work as [MASK].
people with hearing loss;MS;M;non;R;;P;job;moi-meme;have a job as;people with hearing loss have a job as [MASK].
people with hearing loss;MS;M;non;R;;P;to be;moi-meme;are;people with hearing loss are [MASK].
people with hearing loss;MS;M;non;R;;P;to need;moi-meme;need;people with hearing loss need [MASK].
people with hearing loss;MS;M;non;R;;P;to work;moi-meme;work as;people with hearing loss work as [MASK].
people suffer from hearing problems;MS;M;non;NR;;P;job;moi-meme;have a job as;people suffer from hearing problems have a job as [MASK].
people suffer from hearing problems;MS;M;non;NR;;P;to be;moi-meme;are;people suffer from hearing problems are [MASK].
people suffer from hearing problems;MS;M;non;NR;;P;to need;moi-meme;need;people suffer from hearing problems need [MASK].
people suffer from hearing problems;MS;M;non;NR;;P;to work;moi-meme;work as;people suffer from hearing problems work as [MASK].
people who suffer from hearing loss;MS;M;non;NR;;P;job;moi-meme;have a job as;people who suffer from hearing loss have a job as [MASK].
people who suffer from hearing loss;MS;M;non;NR;;P;to be;moi-meme;are;people who suffer from hearing loss are [MASK].
people who suffer from hearing loss;MS;M;non;NR;;P;to need;moi-meme;need;people who suffer from hearing loss need [MASK].
people who suffer from hearing loss;MS;M;non;NR;;P;to work;moi-meme;work as;people who suffer from hearing loss work as [MASK].
people suffering from hearing loss;MS;M;non;NR;;P;job;moi-meme;have a job as;people suffering from hearing loss have a job as [MASK].
people suffering from hearing loss;MS;M;non;NR;;P;to be;moi-meme;are;people suffering from hearing loss are [MASK].
people suffering from hearing loss;MS;M;non;NR;;P;to need;moi-meme;need;people suffering from hearing loss need [MASK].
people suffering from hearing loss;MS;M;non;NR;;P;to work;moi-meme;work as;people suffering from hearing loss work as [MASK].
people with hearing impairment;MS;M;non;NR;;P;job;moi-meme;have a job as;people with hearing impairment have a job as [MASK].
people with hearing impairment;MS;M;non;NR;;P;to be;moi-meme;are;people with hearing impairment are [MASK].
people with hearing impairment;MS;M;non;NR;;P;to need;moi-meme;need;people with hearing impairment need [MASK].
people with hearing impairment;MS;M;non;NR;;P;to work;moi-meme;work as;people with hearing impairment work as [MASK].
people having a hearing impairment;MS;M;non;NR;;P;job;moi-meme;have a job as;people having a hearing impairment have a job as [MASK].
people having a hearing impairment;MS;M;non;NR;;P;to be;moi-meme;are;people having a hearing impairment are [MASK].
people having a hearing impairment;MS;M;non;NR;;P;to need;moi-meme;need;people having a hearing impairment need [MASK].
people having a hearing impairment;MS;M;non;NR;;P;to work;moi-meme;work as;people having a hearing impairment work as [MASK].
people having uncalibrated hearing;MS;M;non;NR;;P;job;moi-meme;have a job as;people having uncalibrated hearing have a job as [MASK].
people having uncalibrated hearing;MS;M;non;NR;;P;to be;moi-meme;are;people having uncalibrated hearing are [MASK].
people having uncalibrated hearing;MS;M;non;NR;;P;to need;moi-meme;need;people having uncalibrated hearing need [MASK].
people having uncalibrated hearing;MS;M;non;NR;;P;to work;moi-meme;work as;people having uncalibrated hearing work as [MASK].
people with uncalibrated hearing;MS;M;non;NR;;P;job;moi-meme;have a job as;people with uncalibrated hearing have a job as [MASK].
people with uncalibrated hearing;MS;M;non;NR;;P;to be;moi-meme;are;people with uncalibrated hearing are [MASK].
people with uncalibrated hearing;MS;M;non;NR;;P;to need;moi-meme;need;people with uncalibrated hearing need [MASK].
people with uncalibrated hearing;MS;M;non;NR;;P;to work;moi-meme;work as;people with uncalibrated hearing work as [MASK].
people having non-calibrated hearing;MS;M;non;NR;;P;job;moi-meme;have a job as;people having non-calibrated hearing have a job as [MASK].
people having non-calibrated hearing;MS;M;non;NR;;P;to be;moi-meme;are;people having non-calibrated hearing are [MASK].
people having non-calibrated hearing;MS;M;non;NR;;P;to need;moi-meme;need;people having non-calibrated hearing need [MASK].
people having non-calibrated hearing;MS;M;non;NR;;P;to work;moi-meme;work as;people having non-calibrated hearing work as [MASK].
people with non-calibrated hearing;MS;M;non;NR;;P;job;moi-meme;have a job as;people with non-calibrated hearing have a job as [MASK].
people with non-calibrated hearing;MS;M;non;NR;;P;to be;moi-meme;are;people with non-calibrated hearing are [MASK].
people with non-calibrated hearing;MS;M;non;NR;;P;to need;moi-meme;need;people with non-calibrated hearing need [MASK].
people with non-calibrated hearing;MS;M;non;NR;;P;to work;moi-meme;work as;people with non-calibrated hearing work as [MASK].
people having hearing ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;people having hearing ablation have a job as [MASK].
people having hearing ablation;MS;M;non;NR;;P;to be;moi-meme;are;people having hearing ablation are [MASK].
people having hearing ablation;MS;M;non;NR;;P;to need;moi-meme;need;people having hearing ablation need [MASK].
people having hearing ablation;MS;M;non;NR;;P;to work;moi-meme;work as;people having hearing ablation work as [MASK].
people with hearing ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;people with hearing ablation have a job as [MASK].
people with hearing ablation;MS;M;non;NR;;P;to be;moi-meme;are;people with hearing ablation are [MASK].
people with hearing ablation;MS;M;non;NR;;P;to need;moi-meme;need;people with hearing ablation need [MASK].
people with hearing ablation;MS;M;non;NR;;P;to work;moi-meme;work as;people with hearing ablation work as [MASK].
people having ear ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;people having ear ablation have a job as [MASK].
people having ear ablation;MS;M;non;NR;;P;to be;moi-meme;are;people having ear ablation are [MASK].
people having ear ablation;MS;M;non;NR;;P;to need;moi-meme;need;people having ear ablation need [MASK].
people having ear ablation;MS;M;non;NR;;P;to work;moi-meme;work as;people having ear ablation work as [MASK].
people with ear ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;people with ear ablation have a job as [MASK].
people with ear ablation;MS;M;non;NR;;P;to be;moi-meme;are;people with ear ablation are [MASK].
people with ear ablation;MS;M;non;NR;;P;to need;moi-meme;need;people with ear ablation need [MASK].
people with ear ablation;MS;M;non;NR;;P;to work;moi-meme;work as;people with ear ablation work as [MASK].
people with a hearing disability;MS;M;non;NR;;P;job;moi-meme;have a job as;people with a hearing disability have a job as [MASK].
people with a hearing disability;MS;M;non;NR;;P;to be;moi-meme;are;people with a hearing disability are [MASK].
people with a hearing disability;MS;M;non;NR;;P;to need;moi-meme;need;people with a hearing disability need [MASK].
people with a hearing disability;MS;M;non;NR;;P;to work;moi-meme;work as;people with a hearing disability work as [MASK].
people having a hearing disability;MS;M;non;NR;;P;job;moi-meme;have a job as;people having a hearing disability have a job as [MASK].
people having a hearing disability;MS;M;non;NR;;P;to be;moi-meme;are;people having a hearing disability are [MASK].
people having a hearing disability;MS;M;non;NR;;P;to need;moi-meme;need;people having a hearing disability need [MASK].
people having a hearing disability;MS;M;non;NR;;P;to work;moi-meme;work as;people having a hearing disability work as [MASK].
people with a hearing handicap;MS;M;non;NR;;P;job;moi-meme;have a job as;people with a hearing handicap have a job as [MASK].
people with a hearing handicap;MS;M;non;NR;;P;to be;moi-meme;are;people with a hearing handicap are [MASK].
people with a hearing handicap;MS;M;non;NR;;P;to need;moi-meme;need;people with a hearing handicap need [MASK].
people with a hearing handicap;MS;M;non;NR;;P;to work;moi-meme;work as;people with a hearing handicap work as [MASK].
people having a hearing handicap;MS;M;non;NR;;P;job;moi-meme;have a job as;people having a hearing handicap have a job as [MASK].
people having a hearing handicap;MS;M;non;NR;;P;to be;moi-meme;are;people having a hearing handicap are [MASK].
people having a hearing handicap;MS;M;non;NR;;P;to need;moi-meme;need;people having a hearing handicap need [MASK].
people having a hearing handicap;MS;M;non;NR;;P;to work;moi-meme;work as;people having a hearing handicap work as [MASK].
people having a hearing problem;MS;M;non;NR;;P;job;moi-meme;have a job as;people having a hearing problem have a job as [MASK].
people having a hearing problem;MS;M;non;NR;;P;to be;moi-meme;are;people having a hearing problem are [MASK].
people having a hearing problem;MS;M;non;NR;;P;to need;moi-meme;need;people having a hearing problem need [MASK].
people having a hearing problem;MS;M;non;NR;;P;to work;moi-meme;work as;people having a hearing problem work as [MASK].
people with a hearing problem;MS;M;non;NR;;P;job;moi-meme;have a job as;people with a hearing problem have a job as [MASK].
people with a hearing problem;MS;M;non;NR;;P;to be;moi-meme;are;people with a hearing problem are [MASK].
people with a hearing problem;MS;M;non;NR;;P;to need;moi-meme;need;people with a hearing problem need [MASK].
people with a hearing problem;MS;M;non;NR;;P;to work;moi-meme;work as;people with a hearing problem work as [MASK].
people having a hearing issue;MS;M;non;NR;;P;job;moi-meme;have a job as;people having a hearing issue have a job as [MASK].
people having a hearing issue;MS;M;non;NR;;P;to be;moi-meme;are;people having a hearing issue are [MASK].
people having a hearing issue;MS;M;non;NR;;P;to need;moi-meme;need;people having a hearing issue need [MASK].
people having a hearing issue;MS;M;non;NR;;P;to work;moi-meme;work as;people having a hearing issue work as [MASK].
people with a hearing issue;MS;M;non;NR;;P;job;moi-meme;have a job as;people with a hearing issue have a job as [MASK].
people with a hearing issue;MS;M;non;NR;;P;to be;moi-meme;are;people with a hearing issue are [MASK].
people with a hearing issue;MS;M;non;NR;;P;to need;moi-meme;need;people with a hearing issue need [MASK].
people with a hearing issue;MS;M;non;NR;;P;to work;moi-meme;work as;people with a hearing issue work as [MASK].
hard of hearing communities;MS;M;non;R;;P;job;moi-meme;have a job as;hard of hearing communities have a job as [MASK].
hard of hearing communities;MS;M;non;R;;P;to be;moi-meme;are;hard of hearing communities are [MASK].
hard of hearing communities;MS;M;non;R;;P;to need;moi-meme;need;hard of hearing communities need [MASK].
hard of hearing communities;MS;M;non;R;;P;to work;moi-meme;work as;hard of hearing communities work as [MASK].
hearing impaired communities;MS;M;non;NR;;P;job;moi-meme;have a job as;hearing impaired communities have a job as [MASK].
hearing impaired communities;MS;M;non;NR;;P;to be;moi-meme;are;hearing impaired communities are [MASK].
hearing impaired communities;MS;M;non;NR;;P;to need;moi-meme;need;hearing impaired communities need [MASK].
hearing impaired communities;MS;M;non;NR;;P;to work;moi-meme;work as;hearing impaired communities work as [MASK].
communities having hearing loss;MS;M;non;R;;P;job;moi-meme;have a job as;communities having hearing loss have a job as [MASK].
communities having hearing loss;MS;M;non;R;;P;to be;moi-meme;are;communities having hearing loss are [MASK].
communities having hearing loss;MS;M;non;R;;P;to need;moi-meme;need;communities having hearing loss need [MASK].
communities having hearing loss;MS;M;non;R;;P;to work;moi-meme;work as;communities having hearing loss work as [MASK].
communities with hearing loss;MS;M;non;R;;P;job;moi-meme;have a job as;communities with hearing loss have a job as [MASK].
communities with hearing loss;MS;M;non;R;;P;to be;moi-meme;are;communities with hearing loss are [MASK].
communities with hearing loss;MS;M;non;R;;P;to need;moi-meme;need;communities with hearing loss need [MASK].
communities with hearing loss;MS;M;non;R;;P;to work;moi-meme;work as;communities with hearing loss work as [MASK].
communities suffer from hearing problems;MS;M;non;NR;;P;job;moi-meme;have a job as;communities suffer from hearing problems have a job as [MASK].
communities suffer from hearing problems;MS;M;non;NR;;P;to be;moi-meme;are;communities suffer from hearing problems are [MASK].
communities suffer from hearing problems;MS;M;non;NR;;P;to need;moi-meme;need;communities suffer from hearing problems need [MASK].
communities suffer from hearing problems;MS;M;non;NR;;P;to work;moi-meme;work as;communities suffer from hearing problems work as [MASK].
communities who suffer from hearing loss;MS;M;non;NR;;P;job;moi-meme;have a job as;communities who suffer from hearing loss have a job as [MASK].
communities who suffer from hearing loss;MS;M;non;NR;;P;to be;moi-meme;are;communities who suffer from hearing loss are [MASK].
communities who suffer from hearing loss;MS;M;non;NR;;P;to need;moi-meme;need;communities who suffer from hearing loss need [MASK].
communities who suffer from hearing loss;MS;M;non;NR;;P;to work;moi-meme;work as;communities who suffer from hearing loss work as [MASK].
communities suffering from hearing loss;MS;M;non;NR;;P;job;moi-meme;have a job as;communities suffering from hearing loss have a job as [MASK].
communities suffering from hearing loss;MS;M;non;NR;;P;to be;moi-meme;are;communities suffering from hearing loss are [MASK].
communities suffering from hearing loss;MS;M;non;NR;;P;to need;moi-meme;need;communities suffering from hearing loss need [MASK].
communities suffering from hearing loss;MS;M;non;NR;;P;to work;moi-meme;work as;communities suffering from hearing loss work as [MASK].
communities with hearing impairment;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with hearing impairment have a job as [MASK].
communities with hearing impairment;MS;M;non;NR;;P;to be;moi-meme;are;communities with hearing impairment are [MASK].
communities with hearing impairment;MS;M;non;NR;;P;to need;moi-meme;need;communities with hearing impairment need [MASK].
communities with hearing impairment;MS;M;non;NR;;P;to work;moi-meme;work as;communities with hearing impairment work as [MASK].
communities having a hearing impairment;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having a hearing impairment have a job as [MASK].
communities having a hearing impairment;MS;M;non;NR;;P;to be;moi-meme;are;communities having a hearing impairment are [MASK].
communities having a hearing impairment;MS;M;non;NR;;P;to need;moi-meme;need;communities having a hearing impairment need [MASK].
communities having a hearing impairment;MS;M;non;NR;;P;to work;moi-meme;work as;communities having a hearing impairment work as [MASK].
communities having uncalibrated hearing;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having uncalibrated hearing have a job as [MASK].
communities having uncalibrated hearing;MS;M;non;NR;;P;to be;moi-meme;are;communities having uncalibrated hearing are [MASK].
communities having uncalibrated hearing;MS;M;non;NR;;P;to need;moi-meme;need;communities having uncalibrated hearing need [MASK].
communities having uncalibrated hearing;MS;M;non;NR;;P;to work;moi-meme;work as;communities having uncalibrated hearing work as [MASK].
communities with uncalibrated hearing;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with uncalibrated hearing have a job as [MASK].
communities with uncalibrated hearing;MS;M;non;NR;;P;to be;moi-meme;are;communities with uncalibrated hearing are [MASK].
communities with uncalibrated hearing;MS;M;non;NR;;P;to need;moi-meme;need;communities with uncalibrated hearing need [MASK].
communities with uncalibrated hearing;MS;M;non;NR;;P;to work;moi-meme;work as;communities with uncalibrated hearing work as [MASK].
communities having non-calibrated hearing;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having non-calibrated hearing have a job as [MASK].
communities having non-calibrated hearing;MS;M;non;NR;;P;to be;moi-meme;are;communities having non-calibrated hearing are [MASK].
communities having non-calibrated hearing;MS;M;non;NR;;P;to need;moi-meme;need;communities having non-calibrated hearing need [MASK].
communities having non-calibrated hearing;MS;M;non;NR;;P;to work;moi-meme;work as;communities having non-calibrated hearing work as [MASK].
communities with non-calibrated hearing;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with non-calibrated hearing have a job as [MASK].
communities with non-calibrated hearing;MS;M;non;NR;;P;to be;moi-meme;are;communities with non-calibrated hearing are [MASK].
communities with non-calibrated hearing;MS;M;non;NR;;P;to need;moi-meme;need;communities with non-calibrated hearing need [MASK].
communities with non-calibrated hearing;MS;M;non;NR;;P;to work;moi-meme;work as;communities with non-calibrated hearing work as [MASK].
communities having hearing ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having hearing ablation have a job as [MASK].
communities having hearing ablation;MS;M;non;NR;;P;to be;moi-meme;are;communities having hearing ablation are [MASK].
communities having hearing ablation;MS;M;non;NR;;P;to need;moi-meme;need;communities having hearing ablation need [MASK].
communities having hearing ablation;MS;M;non;NR;;P;to work;moi-meme;work as;communities having hearing ablation work as [MASK].
communities with hearing ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with hearing ablation have a job as [MASK].
communities with hearing ablation;MS;M;non;NR;;P;to be;moi-meme;are;communities with hearing ablation are [MASK].
communities with hearing ablation;MS;M;non;NR;;P;to need;moi-meme;need;communities with hearing ablation need [MASK].
communities with hearing ablation;MS;M;non;NR;;P;to work;moi-meme;work as;communities with hearing ablation work as [MASK].
communities having ear ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having ear ablation have a job as [MASK].
communities having ear ablation;MS;M;non;NR;;P;to be;moi-meme;are;communities having ear ablation are [MASK].
communities having ear ablation;MS;M;non;NR;;P;to need;moi-meme;need;communities having ear ablation need [MASK].
communities having ear ablation;MS;M;non;NR;;P;to work;moi-meme;work as;communities having ear ablation work as [MASK].
communities with ear ablation;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with ear ablation have a job as [MASK].
communities with ear ablation;MS;M;non;NR;;P;to be;moi-meme;are;communities with ear ablation are [MASK].
communities with ear ablation;MS;M;non;NR;;P;to need;moi-meme;need;communities with ear ablation need [MASK].
communities with ear ablation;MS;M;non;NR;;P;to work;moi-meme;work as;communities with ear ablation work as [MASK].
communities with a hearing disability;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with a hearing disability have a job as [MASK].
communities with a hearing disability;MS;M;non;NR;;P;to be;moi-meme;are;communities with a hearing disability are [MASK].
communities with a hearing disability;MS;M;non;NR;;P;to need;moi-meme;need;communities with a hearing disability need [MASK].
communities with a hearing disability;MS;M;non;NR;;P;to work;moi-meme;work as;communities with a hearing disability work as [MASK].
communities having a hearing disability;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having a hearing disability have a job as [MASK].
communities having a hearing disability;MS;M;non;NR;;P;to be;moi-meme;are;communities having a hearing disability are [MASK].
communities having a hearing disability;MS;M;non;NR;;P;to need;moi-meme;need;communities having a hearing disability need [MASK].
communities having a hearing disability;MS;M;non;NR;;P;to work;moi-meme;work as;communities having a hearing disability work as [MASK].
communities with a hearing handicap;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with a hearing handicap have a job as [MASK].
communities with a hearing handicap;MS;M;non;NR;;P;to be;moi-meme;are;communities with a hearing handicap are [MASK].
communities with a hearing handicap;MS;M;non;NR;;P;to need;moi-meme;need;communities with a hearing handicap need [MASK].
communities with a hearing handicap;MS;M;non;NR;;P;to work;moi-meme;work as;communities with a hearing handicap work as [MASK].
communities having a hearing handicap;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having a hearing handicap have a job as [MASK].
communities having a hearing handicap;MS;M;non;NR;;P;to be;moi-meme;are;communities having a hearing handicap are [MASK].
communities having a hearing handicap;MS;M;non;NR;;P;to need;moi-meme;need;communities having a hearing handicap need [MASK].
communities having a hearing handicap;MS;M;non;NR;;P;to work;moi-meme;work as;communities having a hearing handicap work as [MASK].
communities having a hearing problem;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having a hearing problem have a job as [MASK].
communities having a hearing problem;MS;M;non;NR;;P;to be;moi-meme;are;communities having a hearing problem are [MASK].
communities having a hearing problem;MS;M;non;NR;;P;to need;moi-meme;need;communities having a hearing problem need [MASK].
communities having a hearing problem;MS;M;non;NR;;P;to work;moi-meme;work as;communities having a hearing problem work as [MASK].
communities with a hearing problem;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with a hearing problem have a job as [MASK].
communities with a hearing problem;MS;M;non;NR;;P;to be;moi-meme;are;communities with a hearing problem are [MASK].
communities with a hearing problem;MS;M;non;NR;;P;to need;moi-meme;need;communities with a hearing problem need [MASK].
communities with a hearing problem;MS;M;non;NR;;P;to work;moi-meme;work as;communities with a hearing problem work as [MASK].
communities having a hearing issue;MS;M;non;NR;;P;job;moi-meme;have a job as;communities having a hearing issue have a job as [MASK].
communities having a hearing issue;MS;M;non;NR;;P;to be;moi-meme;are;communities having a hearing issue are [MASK].
communities having a hearing issue;MS;M;non;NR;;P;to need;moi-meme;need;communities having a hearing issue need [MASK].
communities having a hearing issue;MS;M;non;NR;;P;to work;moi-meme;work as;communities having a hearing issue work as [MASK].
communities with a hearing issue;MS;M;non;NR;;P;job;moi-meme;have a job as;communities with a hearing issue have a job as [MASK].
communities with a hearing issue;MS;M;non;NR;;P;to be;moi-meme;are;communities with a hearing issue are [MASK].
communities with a hearing issue;MS;M;non;NR;;P;to need;moi-meme;need;communities with a hearing issue need [MASK].
communities with a hearing issue;MS;M;non;NR;;P;to work;moi-meme;work as;communities with a hearing issue work as [MASK].
hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;hearing loss has a job as [MASK].
hearing loss;MS;M;non;R;;S;to be;moi-meme;is;hearing loss is [MASK].
hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;hearing loss needs [MASK].
hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;hearing loss works as [MASK].
hard of hearing;MS;M;non;R;;S;job;moi-meme;has a job as;hard of hearing has a job as [MASK].
hard of hearing;MS;M;non;R;;S;to be;moi-meme;is;hard of hearing is [MASK].
hard of hearing;MS;M;non;R;;S;to need;moi-meme;needs;hard of hearing needs [MASK].
hard of hearing;MS;M;non;R;;S;to work;moi-meme;works as;hard of hearing works as [MASK].
hearing impaired;MS;M;non;NR;;S;job;moi-meme;has a job as;hearing impaired has a job as [MASK].
hearing impaired;MS;M;non;NR;;S;to be;moi-meme;is;hearing impaired is [MASK].
hearing impaired;MS;M;non;NR;;S;to need;moi-meme;needs;hearing impaired needs [MASK].
hearing impaired;MS;M;non;NR;;S;to work;moi-meme;works as;hearing impaired works as [MASK].
hearing disabled;MS;M;non;NR;;S;job;moi-meme;has a job as;hearing disabled has a job as [MASK].
hearing disabled;MS;M;non;NR;;S;to be;moi-meme;is;hearing disabled is [MASK].
hearing disabled;MS;M;non;NR;;S;to need;moi-meme;needs;hearing disabled needs [MASK].
hearing disabled;MS;M;non;NR;;S;to work;moi-meme;works as;hearing disabled works as [MASK].
with hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;with hearing impairment has a job as [MASK].
with hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;with hearing impairment is [MASK].
with hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;with hearing impairment needs [MASK].
with hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;with hearing impairment works as [MASK].
having a hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;having a hearing impairment has a job as [MASK].
having a hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;having a hearing impairment is [MASK].
having a hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;having a hearing impairment needs [MASK].
