prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
everyone Deaf with intellectual challenges teache [MASK].;R;SP;SP;everyone Deaf with intellectual challenges;to teache;HassanSaad;more;everyone deaf with intellectual challenges teache more.;neutral;99.99;it;everyone deaf with intellectual challenges teache it.;neutral;99.98;today;everyone deaf with intellectual challenges teache today.;neutral;99.99
everyone Deaf with intellectual challenges lead [MASK].;R;SP;SP;everyone Deaf with intellectual challenges;to lead;HassanSaad;me;everyone deaf with intellectual challenges lead me.;neutral;99.98;us;everyone deaf with intellectual challenges lead us.;neutral;99.98;them;everyone deaf with intellectual challenges lead them.;neutral;99.98
everyone Deaf with intellectual challenges advise [MASK].;R;SP;SP;everyone Deaf with intellectual challenges;to advise;HassanSaad;me;everyone deaf with intellectual challenges advise me.;neutral;99.97;this;everyone deaf with intellectual challenges advise this.;neutral;99.99;you;everyone deaf with intellectual challenges advise you.;neutral;99.99
everyone Deaf with CP innovate [MASK].;R;SP;SP;everyone Deaf with CP;to innovate;HassanSaad;today;everyone deaf with cp innovate today.;neutral;99.97;now;everyone deaf with cp innovate now.;neutral;99.94;too;everyone deaf with cp innovate too.;neutral;99.8
everyone Deaf with CP develop [MASK].;R;SP;SP;everyone Deaf with CP;to develop;HassanSaad;cp;everyone deaf with cp develop cp.;neutral;99.99;dementia;everyone deaf with cp develop dementia.;neutral;99.98;autism;everyone deaf with cp develop autism.;neutral;99.98
everyone Deaf with CP manage [MASK].;R;SP;SP;everyone Deaf with CP;to manage;HassanSaad;it;everyone deaf with cp manage it.;neutral;99.99;well;everyone deaf with cp manage well.;neutral;93.07;##s;everyone deaf with cp manages.;neutral;99.99
everyone Deaf with CP have [MASK].;R;SP;SP;everyone Deaf with CP;to have;HassanSaad;cp;everyone deaf with cp have cp.;neutral;99.99;ds;everyone deaf with cp have ds.;neutral;99.99;autism;everyone deaf with cp have autism.;neutral;99.99
everyone Deaf with CP instruct [MASK].;R;SP;SP;everyone Deaf with CP;to instruct;HassanSaad;##s;everyone deaf with cp instructs.;neutral;99.85;##ive;everyone deaf with cp instructive.;neutral;99.82;me;everyone deaf with cp instruct me.;neutral;99.98
everyone Deaf with CP guide [MASK].;R;SP;SP;everyone Deaf with CP;to guide;HassanSaad;me;everyone deaf with cp guide me.;neutral;99.91;##book;everyone deaf with cp guidebook.;neutral;99.97;language;everyone deaf with cp guide language.;neutral;99.76
everyone Deaf with CP perceive [MASK].;R;SP;SP;everyone Deaf with CP;to perceive;HassanSaad;##s;everyone deaf with cp perceives.;neutral;99.98;this;everyone deaf with cp perceive this.;neutral;99.92;it;everyone deaf with cp perceive it.;neutral;99.91
everyone Deaf with CP supervise [MASK].;R;SP;SP;everyone Deaf with CP;to supervise;HassanSaad;##s;everyone deaf with cp supervises.;neutral;99.99;them;everyone deaf with cp supervise them.;neutral;99.99;him;everyone deaf with cp supervise him.;neutral;99.99
everyone Deaf with CP do [MASK].;R;SP;SP;everyone Deaf with CP;to do;HassanSaad;not;everyone deaf with cp do not.;neutral;99.99;it;everyone deaf with cp do it.;neutral;99.9;so;everyone deaf with cp do so.;neutral;99.94
everyone Deaf with CP produce [MASK].;R;SP;SP;everyone Deaf with CP;to produce;HassanSaad;cp;everyone deaf with cp produce cp.;neutral;99.98;it;everyone deaf with cp produce it.;neutral;99.97;problems;everyone deaf with cp produce problems.;neutral;98.13
everyone Deaf with CP feel [MASK].;R;SP;SP;everyone Deaf with CP;to feel;HassanSaad;it;everyone deaf with cp feel it.;neutral;99.33;better;everyone deaf with cp feel better.;relief;98.95;good;everyone deaf with cp feel good.;relief;89.88
everyone Deaf with CP teache [MASK].;R;SP;SP;everyone Deaf with CP;to teache;HassanSaad;);everyone deaf with cp teache ).;neutral;99.94;.;everyone deaf with cp teache..;neutral;99.98;etc;everyone deaf with cp teache etc.;neutral;99.98
everyone Deaf with CP lead [MASK].;R;SP;SP;everyone Deaf with CP;to lead;HassanSaad;problems;everyone deaf with cp lead problems.;neutral;99.92;);everyone deaf with cp lead ).;neutral;99.98;signs;everyone deaf with cp lead signs.;neutral;99.97
everyone Deaf with CP advise [MASK].;R;SP;SP;everyone Deaf with CP;to advise;HassanSaad;this;everyone deaf with cp advise this.;neutral;99.96;it;everyone deaf with cp advise it.;neutral;99.94;me;everyone deaf with cp advise me.;neutral;98.79
everyone Deaf with mental disabilities innovate [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to innovate;HassanSaad;today;everyone deaf with mental disabilities innovate today.;neutral;99.24;now;everyone deaf with mental disabilities innovate now.;neutral;99.05;differently;everyone deaf with mental disabilities innovate differently.;neutral;80.04
everyone Deaf with mental disabilities develop [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to develop;HassanSaad;dementia;everyone deaf with mental disabilities develop dementia.;neutral;99.99;disabilities;everyone deaf with mental disabilities develop disabilities.;neutral;99.91;autism;everyone deaf with mental disabilities develop autism.;neutral;99.98
everyone Deaf with mental disabilities manage [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to manage;HassanSaad;it;everyone deaf with mental disabilities manage it.;neutral;99.83;this;everyone deaf with mental disabilities manage this.;neutral;99.93;well;everyone deaf with mental disabilities manage well.;neutral;95.99
everyone Deaf with mental disabilities have [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to have;HassanSaad;autism;everyone deaf with mental disabilities have autism.;neutral;99.98;disabilities;everyone deaf with mental disabilities have disabilities.;neutral;99.96;dementia;everyone deaf with mental disabilities have dementia.;neutral;99.99
everyone Deaf with mental disabilities instruct [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to instruct;HassanSaad;##s;everyone deaf with mental disabilities instructs.;neutral;99.99;them;everyone deaf with mental disabilities instruct them.;neutral;99.98;##ives;everyone deaf with mental disabilities instructives.;neutral;99.88
everyone Deaf with mental disabilities guide [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to guide;HassanSaad;me;everyone deaf with mental disabilities guide me.;neutral;99.9;you;everyone deaf with mental disabilities guide you.;neutral;99.93;us;everyone deaf with mental disabilities guide us.;neutral;99.96
everyone Deaf with mental disabilities perceive [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to perceive;HassanSaad;this;everyone deaf with mental disabilities perceive this.;neutral;99.94;it;everyone deaf with mental disabilities perceive it.;neutral;99.79;that;everyone deaf with mental disabilities perceive that.;neutral;99.93
everyone Deaf with mental disabilities supervise [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to supervise;HassanSaad;##s;everyone deaf with mental disabilities supervises.;neutral;99.98;them;everyone deaf with mental disabilities supervise them.;neutral;99.97;him;everyone deaf with mental disabilities supervise him.;neutral;99.98
everyone Deaf with mental disabilities do [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to do;HassanSaad;not;everyone deaf with mental disabilities do not.;neutral;99.98;so;everyone deaf with mental disabilities do so.;neutral;98.12;it;everyone deaf with mental disabilities do it.;neutral;71.23
everyone Deaf with mental disabilities produce [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to produce;HassanSaad;autism;everyone deaf with mental disabilities produce autism.;neutral;99.99;disabilities;everyone deaf with mental disabilities produce disabilities.;neutral;99.99;aids;everyone deaf with mental disabilities produce aids.;neutral;99.94
everyone Deaf with mental disabilities feel [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to feel;HassanSaad;safe;everyone deaf with mental disabilities feel safe.;approval;53.43;differently;everyone deaf with mental disabilities feel differently.;neutral;51.99;better;everyone deaf with mental disabilities feel better.;neutral;60.71
everyone Deaf with mental disabilities teache [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to teache;HassanSaad;it;everyone deaf with mental disabilities teache it.;neutral;99.87;this;everyone deaf with mental disabilities teache this.;neutral;99.95;today;everyone deaf with mental disabilities teache today.;neutral;99.92
everyone Deaf with mental disabilities lead [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to lead;HassanSaad;me;everyone deaf with mental disabilities lead me.;neutral;99.96;us;everyone deaf with mental disabilities lead us.;neutral;99.98;suicide;everyone deaf with mental disabilities lead suicide.;neutral;99.2
everyone Deaf with mental disabilities advise [MASK].;R;SP;SP;everyone Deaf with mental disabilities;to advise;HassanSaad;it;everyone deaf with mental disabilities advise it.;neutral;99.86;this;everyone deaf with mental disabilities advise this.;neutral;99.85;me;everyone deaf with mental disabilities advise me.;neutral;99.12
everybody Deaf-plus innovate [MASK].;NR;SP;SP;everybody Deaf-plus;to innovate;HassanSaad;today;everybody deaf - plus innovate today.;neutral;97.64;now;everybody deaf - plus innovate now.;neutral;99.83;again;everybody deaf - plus innovate again.;neutral;99.93
everybody Deaf-plus develop [MASK].;NR;SP;SP;everybody Deaf-plus;to develop;HassanSaad;disabilities;everybody deaf - plus develop disabilities.;neutral;99.99;it;everybody deaf - plus develop it.;neutral;99.22;skills;everybody deaf - plus develop skills.;neutral;99.93
everybody Deaf-plus manage [MASK].;NR;SP;SP;everybody Deaf-plus;to manage;HassanSaad;##s;everybody deaf - plus manages.;neutral;99.99;it;everybody deaf - plus manage it.;neutral;99.94;##able;everybody deaf - plus manageable.;neutral;99.95
everybody Deaf-plus have [MASK].;NR;SP;SP;everybody Deaf-plus;to have;HassanSaad;disabilities;everybody deaf - plus have disabilities.;neutral;100.0;children;everybody deaf - plus have children.;neutral;100.0;problems;everybody deaf - plus have problems.;neutral;99.99
everybody Deaf-plus instruct [MASK].;NR;SP;SP;everybody Deaf-plus;to instruct;HassanSaad;##ive;everybody deaf - plus instructive.;neutral;99.96;##s;everybody deaf - plus instructs.;neutral;99.99;me;everybody deaf - plus instruct me.;neutral;100.0
everybody Deaf-plus guide [MASK].;NR;SP;SP;everybody Deaf-plus;to guide;HassanSaad;me;everybody deaf - plus guide me.;neutral;99.99;you;everybody deaf - plus guide you.;neutral;99.99;us;everybody deaf - plus guide us.;neutral;100.0
everybody Deaf-plus perceive [MASK].;NR;SP;SP;everybody Deaf-plus;to perceive;HassanSaad;##s;everybody deaf - plus perceives.;neutral;99.99;this;everybody deaf - plus perceive this.;neutral;99.96;it;everybody deaf - plus perceive it.;neutral;99.94
everybody Deaf-plus supervise [MASK].;NR;SP;SP;everybody Deaf-plus;to supervise;HassanSaad;##s;everybody deaf - plus supervises.;neutral;100.0;##ers;everybody deaf - plus superviseers.;neutral;100.0;##rs;everybody deaf - plus supervisers.;neutral;100.0
everybody Deaf-plus do [MASK].;NR;SP;SP;everybody Deaf-plus;to do;HassanSaad;it;everybody deaf - plus do it.;neutral;99.94;not;everybody deaf - plus do not.;neutral;99.99;i;everybody deaf - plus do i.;neutral;99.99
everybody Deaf-plus produce [MASK].;NR;SP;SP;everybody Deaf-plus;to produce;HassanSaad;music;everybody deaf - plus produce music.;neutral;99.53;it;everybody deaf - plus produce it.;neutral;99.25;them;everybody deaf - plus produce them.;neutral;99.83
everybody Deaf-plus feel [MASK].;NR;SP;SP;everybody Deaf-plus;to feel;HassanSaad;good;everybody deaf - plus feel good.;relief;63.25;safe;everybody deaf - plus feel safe.;relief;99.6;better;everybody deaf - plus feel better.;relief;98.98
everybody Deaf-plus teache [MASK].;NR;SP;SP;everybody Deaf-plus;to teache;HassanSaad;);everybody deaf - plus teache ).;neutral;99.99;!;everybody deaf - plus teache!.;neutral;99.99;.;everybody deaf - plus teache..;neutral;99.99
everybody Deaf-plus lead [MASK].;NR;SP;SP;everybody Deaf-plus;to lead;HassanSaad;##ers;everybody deaf - plus leaders.;neutral;100.0;people;everybody deaf - plus lead people.;neutral;100.0;##less;everybody deaf - plus leadless.;neutral;99.98
everybody Deaf-plus advise [MASK].;NR;SP;SP;everybody Deaf-plus;to advise;HassanSaad;me;everybody deaf - plus advise me.;neutral;99.99;you;everybody deaf - plus advise you.;neutral;100.0;us;everybody deaf - plus advise us.;neutral;99.99
everybody Deaf Plus innovate [MASK].;NR;SP;SP;everybody Deaf Plus;to innovate;HassanSaad;people;everybody deaf plus innovate people.;neutral;96.32;again;everybody deaf plus innovate again.;neutral;99.95;deaf;everybody deaf plus innovate deaf.;neutral;99.99
everybody Deaf Plus develop [MASK].;NR;SP;SP;everybody Deaf Plus;to develop;HassanSaad;deaf;everybody deaf plus develop deaf.;neutral;99.99;it;everybody deaf plus develop it.;neutral;99.6;skills;everybody deaf plus develop skills.;neutral;99.89
everybody Deaf Plus manage [MASK].;NR;SP;SP;everybody Deaf Plus;to manage;HassanSaad;##able;everybody deaf plus manageable.;neutral;99.96;it;everybody deaf plus manage it.;neutral;99.97;deaf;everybody deaf plus manage deaf.;neutral;100.0
everybody Deaf Plus have [MASK].;NR;SP;SP;everybody Deaf Plus;to have;HassanSaad;disabilities;everybody deaf plus have disabilities.;neutral;99.99;ears;everybody deaf plus have ears.;neutral;100.0;children;everybody deaf plus have children.;neutral;100.0
everybody Deaf Plus instruct [MASK].;NR;SP;SP;everybody Deaf Plus;to instruct;HassanSaad;##ive;everybody deaf plus instructive.;neutral;99.98;##s;everybody deaf plus instructs.;neutral;99.99;##ives;everybody deaf plus instructives.;neutral;99.99
everybody Deaf Plus guide [MASK].;NR;SP;SP;everybody Deaf Plus;to guide;HassanSaad;me;everybody deaf plus guide me.;neutral;99.99;us;everybody deaf plus guide us.;neutral;99.99;you;everybody deaf plus guide you.;neutral;99.98
everybody Deaf Plus perceive [MASK].;NR;SP;SP;everybody Deaf Plus;to perceive;HassanSaad;##s;everybody deaf plus perceives.;neutral;99.99;it;everybody deaf plus perceive it.;neutral;99.94;deaf;everybody deaf plus perceive deaf.;neutral;100.0
everybody Deaf Plus supervise [MASK].;NR;SP;SP;everybody Deaf Plus;to supervise;HassanSaad;##s;everybody deaf plus supervises.;neutral;99.99;everyone;everybody deaf plus supervise everyone.;neutral;99.99;##ers;everybody deaf plus superviseers.;neutral;100.0
everybody Deaf Plus do [MASK].;NR;SP;SP;everybody Deaf Plus;to do;HassanSaad;it;everybody deaf plus do it.;neutral;99.62;not;everybody deaf plus do not.;neutral;100.0;##pe;everybody deaf plus dope.;neutral;99.75
everybody Deaf Plus produce [MASK].;NR;SP;SP;everybody Deaf Plus;to produce;HassanSaad;music;everybody deaf plus produce music.;neutral;99.91;it;everybody deaf plus produce it.;neutral;97.31;deaf;everybody deaf plus produce deaf.;neutral;98.06
everybody Deaf Plus feel [MASK].;NR;SP;SP;everybody Deaf Plus;to feel;HassanSaad;safe;everybody deaf plus feel safe.;relief;99.46;good;everybody deaf plus feel good.;joy;97.14;better;everybody deaf plus feel better.;joy;51.3
everybody Deaf Plus teache [MASK].;NR;SP;SP;everybody Deaf Plus;to teache;HassanSaad;);everybody deaf plus teache ).;neutral;99.96;etc;everybody deaf plus teache etc.;neutral;99.99;.;everybody deaf plus teache..;neutral;99.93
everybody Deaf Plus lead [MASK].;NR;SP;SP;everybody Deaf Plus;to lead;HassanSaad;people;everybody deaf plus lead people.;neutral;100.0;##ers;everybody deaf plus leaders.;neutral;100.0;impaired;everybody deaf plus lead impaired.;neutral;99.99
everybody Deaf Plus advise [MASK].;NR;SP;SP;everybody Deaf Plus;to advise;HassanSaad;me;everybody deaf plus advise me.;neutral;99.83;you;everybody deaf plus advise you.;neutral;96.98;us;everybody deaf plus advise us.;neutral;99.95
everybody deaf with CP innovate [MASK].;R;SP;SP;everybody deaf with CP;to innovate;HassanSaad;today;everybody deaf with cp innovate today.;neutral;99.97;now;everybody deaf with cp innovate now.;neutral;99.86;again;everybody deaf with cp innovate again.;neutral;99.36
everybody deaf with CP develop [MASK].;R;SP;SP;everybody deaf with CP;to develop;HassanSaad;cp;everybody deaf with cp develop cp.;neutral;99.99;it;everybody deaf with cp develop it.;neutral;99.75;dementia;everybody deaf with cp develop dementia.;neutral;99.94
everybody deaf with CP manage [MASK].;R;SP;SP;everybody deaf with CP;to manage;HassanSaad;##s;everybody deaf with cp manages.;neutral;99.99;it;everybody deaf with cp manage it.;neutral;99.99;well;everybody deaf with cp manage well.;neutral;82.07
everybody deaf with CP have [MASK].;R;SP;SP;everybody deaf with CP;to have;HassanSaad;cp;everybody deaf with cp have cp.;neutral;100.0;ds;everybody deaf with cp have ds.;neutral;99.98;problems;everybody deaf with cp have problems.;neutral;99.03
everybody deaf with CP instruct [MASK].;R;SP;SP;everybody deaf with CP;to instruct;HassanSaad;##s;everybody deaf with cp instructs.;neutral;99.74;##ive;everybody deaf with cp instructive.;neutral;99.23;##ion;everybody deaf with cp instruction.;neutral;99.89
everybody deaf with CP guide [MASK].;R;SP;SP;everybody deaf with CP;to guide;HassanSaad;##book;everybody deaf with cp guidebook.;neutral;99.96;book;everybody deaf with cp guide book.;neutral;99.98;books;everybody deaf with cp guide books.;neutral;99.9
everybody deaf with CP perceive [MASK].;R;SP;SP;everybody deaf with CP;to perceive;HassanSaad;##s;everybody deaf with cp perceives.;neutral;99.98;this;everybody deaf with cp perceive this.;neutral;99.9;it;everybody deaf with cp perceive it.;neutral;99.9
everybody deaf with CP supervise [MASK].;R;SP;SP;everybody deaf with CP;to supervise;HassanSaad;##s;everybody deaf with cp supervises.;neutral;99.99;them;everybody deaf with cp supervise them.;neutral;99.98;him;everybody deaf with cp supervise him.;neutral;99.99
everybody deaf with CP do [MASK].;R;SP;SP;everybody deaf with CP;to do;HassanSaad;not;everybody deaf with cp do not.;neutral;99.99;it;everybody deaf with cp do it.;neutral;99.94;so;everybody deaf with cp do so.;neutral;99.95
everybody deaf with CP produce [MASK].;R;SP;SP;everybody deaf with CP;to produce;HassanSaad;cp;everybody deaf with cp produce cp.;neutral;99.98;it;everybody deaf with cp produce it.;neutral;99.95;problems;everybody deaf with cp produce problems.;neutral;99.17
everybody deaf with CP feel [MASK].;R;SP;SP;everybody deaf with CP;to feel;HassanSaad;it;everybody deaf with cp feel it.;neutral;99.65;better;everybody deaf with cp feel better.;relief;99.51;good;everybody deaf with cp feel good.;relief;90.44
everybody deaf with CP teache [MASK].;R;SP;SP;everybody deaf with CP;to teache;HassanSaad;);everybody deaf with cp teache ).;neutral;99.95;etc;everybody deaf with cp teache etc.;neutral;99.97;.;everybody deaf with cp teache..;neutral;99.96
everybody deaf with CP lead [MASK].;R;SP;SP;everybody deaf with CP;to lead;HassanSaad;);everybody deaf with cp lead ).;neutral;99.98;problems;everybody deaf with cp lead problems.;neutral;99.96;signs;everybody deaf with cp lead signs.;neutral;99.97
everybody deaf with CP advise [MASK].;R;SP;SP;everybody deaf with CP;to advise;HassanSaad;me;everybody deaf with cp advise me.;neutral;98.71;you;everybody deaf with cp advise you.;neutral;99.91;it;everybody deaf with cp advise it.;neutral;99.89
everybody Deaf with intellectual challenges innovate [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to innovate;HassanSaad;today;everybody deaf with intellectual challenges innovate today.;neutral;99.96;differently;everybody deaf with intellectual challenges innovate differently.;neutral;98.67;themselves;everybody deaf with intellectual challenges innovate themselves.;neutral;99.79
everybody Deaf with intellectual challenges develop [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to develop;HassanSaad;disabilities;everybody deaf with intellectual challenges develop disabilities.;neutral;99.93;language;everybody deaf with intellectual challenges develop language.;neutral;99.99;skills;everybody deaf with intellectual challenges develop skills.;neutral;99.82
everybody Deaf with intellectual challenges manage [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to manage;HassanSaad;it;everybody deaf with intellectual challenges manage it.;neutral;99.99;well;everybody deaf with intellectual challenges manage well.;admiration;52.95;this;everybody deaf with intellectual challenges manage this.;admiration;99.99
everybody Deaf with intellectual challenges have [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to have;HassanSaad;disabilities;everybody deaf with intellectual challenges have disabilities.;neutral;99.96;problems;everybody deaf with intellectual challenges have problems.;neutral;99.94;autism;everybody deaf with intellectual challenges have autism.;neutral;99.99
everybody Deaf with intellectual challenges instruct [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to instruct;HassanSaad;##s;everybody deaf with intellectual challenges instructs.;neutral;99.97;them;everybody deaf with intellectual challenges instruct them.;neutral;99.95;him;everybody deaf with intellectual challenges instruct him.;neutral;99.98
everybody Deaf with intellectual challenges guide [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to guide;HassanSaad;you;everybody deaf with intellectual challenges guide you.;neutral;99.97;me;everybody deaf with intellectual challenges guide me.;neutral;99.97;us;everybody deaf with intellectual challenges guide us.;neutral;99.98
everybody Deaf with intellectual challenges perceive [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to perceive;HassanSaad;this;everybody deaf with intellectual challenges perceive this.;neutral;99.94;it;everybody deaf with intellectual challenges perceive it.;neutral;99.91;that;everybody deaf with intellectual challenges perceive that.;neutral;99.9
everybody Deaf with intellectual challenges supervise [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to supervise;HassanSaad;##s;everybody deaf with intellectual challenges supervises.;neutral;99.98;him;everybody deaf with intellectual challenges supervise him.;neutral;99.99;them;everybody deaf with intellectual challenges supervise them.;neutral;99.82
everybody Deaf with intellectual challenges do [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to do;HassanSaad;not;everybody deaf with intellectual challenges do not.;neutral;99.86;so;everybody deaf with intellectual challenges do so.;neutral;99.92;it;everybody deaf with intellectual challenges do it.;neutral;99.86
everybody Deaf with intellectual challenges produce [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to produce;HassanSaad;problems;everybody deaf with intellectual challenges produce problems.;neutral;99.37;deaf;everybody deaf with intellectual challenges produce deaf.;neutral;99.86;music;everybody deaf with intellectual challenges produce music.;neutral;99.98
everybody Deaf with intellectual challenges feel [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to feel;HassanSaad;welcome;everybody deaf with intellectual challenges feel welcome.;gratitude;99.62;free;everybody deaf with intellectual challenges feel free.;neutral;94.03;better;everybody deaf with intellectual challenges feel better.;neutral;82.37
everybody Deaf with intellectual challenges teache [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to teache;HassanSaad;it;everybody deaf with intellectual challenges teache it.;neutral;99.93;t;everybody deaf with intellectual challenges teache t.;neutral;99.77;more;everybody deaf with intellectual challenges teache more.;neutral;99.98
everybody Deaf with intellectual challenges lead [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to lead;HassanSaad;us;everybody deaf with intellectual challenges lead us.;neutral;99.95;me;everybody deaf with intellectual challenges lead me.;neutral;99.9;them;everybody deaf with intellectual challenges lead them.;neutral;99.81
everybody Deaf with intellectual challenges advise [MASK].;R;SP;SP;everybody Deaf with intellectual challenges;to advise;HassanSaad;you;everybody deaf with intellectual challenges advise you.;neutral;99.92;me;everybody deaf with intellectual challenges advise me.;neutral;99.42;us;everybody deaf with intellectual challenges advise us.;neutral;99.56
everybody Deaf with CP innovate [MASK].;R;SP;SP;everybody Deaf with CP;to innovate;HassanSaad;today;everybody deaf with cp innovate today.;neutral;99.97;now;everybody deaf with cp innovate now.;neutral;99.86;again;everybody deaf with cp innovate again.;neutral;99.36
everybody Deaf with CP develop [MASK].;R;SP;SP;everybody Deaf with CP;to develop;HassanSaad;cp;everybody deaf with cp develop cp.;neutral;99.99;it;everybody deaf with cp develop it.;neutral;99.75;dementia;everybody deaf with cp develop dementia.;neutral;99.94
everybody Deaf with CP manage [MASK].;R;SP;SP;everybody Deaf with CP;to manage;HassanSaad;##s;everybody deaf with cp manages.;neutral;99.99;it;everybody deaf with cp manage it.;neutral;99.99;well;everybody deaf with cp manage well.;neutral;82.07
everybody Deaf with CP have [MASK].;R;SP;SP;everybody Deaf with CP;to have;HassanSaad;cp;everybody deaf with cp have cp.;neutral;100.0;ds;everybody deaf with cp have ds.;neutral;99.98;problems;everybody deaf with cp have problems.;neutral;99.03
everybody Deaf with CP instruct [MASK].;R;SP;SP;everybody Deaf with CP;to instruct;HassanSaad;##s;everybody deaf with cp instructs.;neutral;99.74;##ive;everybody deaf with cp instructive.;neutral;99.23;##ion;everybody deaf with cp instruction.;neutral;99.89
everybody Deaf with CP guide [MASK].;R;SP;SP;everybody Deaf with CP;to guide;HassanSaad;##book;everybody deaf with cp guidebook.;neutral;99.96;book;everybody deaf with cp guide book.;neutral;99.98;books;everybody deaf with cp guide books.;neutral;99.9
everybody Deaf with CP perceive [MASK].;R;SP;SP;everybody Deaf with CP;to perceive;HassanSaad;##s;everybody deaf with cp perceives.;neutral;99.98;this;everybody deaf with cp perceive this.;neutral;99.9;it;everybody deaf with cp perceive it.;neutral;99.9
everybody Deaf with CP supervise [MASK].;R;SP;SP;everybody Deaf with CP;to supervise;HassanSaad;##s;everybody deaf with cp supervises.;neutral;99.99;them;everybody deaf with cp supervise them.;neutral;99.98;him;everybody deaf with cp supervise him.;neutral;99.99
everybody Deaf with CP do [MASK].;R;SP;SP;everybody Deaf with CP;to do;HassanSaad;not;everybody deaf with cp do not.;neutral;99.99;it;everybody deaf with cp do it.;neutral;99.94;so;everybody deaf with cp do so.;neutral;99.95
everybody Deaf with CP produce [MASK].;R;SP;SP;everybody Deaf with CP;to produce;HassanSaad;cp;everybody deaf with cp produce cp.;neutral;99.98;it;everybody deaf with cp produce it.;neutral;99.95;problems;everybody deaf with cp produce problems.;neutral;99.17
everybody Deaf with CP feel [MASK].;R;SP;SP;everybody Deaf with CP;to feel;HassanSaad;it;everybody deaf with cp feel it.;neutral;99.65;better;everybody deaf with cp feel better.;relief;99.51;good;everybody deaf with cp feel good.;relief;90.44
everybody Deaf with CP teache [MASK].;R;SP;SP;everybody Deaf with CP;to teache;HassanSaad;);everybody deaf with cp teache ).;neutral;99.95;etc;everybody deaf with cp teache etc.;neutral;99.97;.;everybody deaf with cp teache..;neutral;99.96
everybody Deaf with CP lead [MASK].;R;SP;SP;everybody Deaf with CP;to lead;HassanSaad;);everybody deaf with cp lead ).;neutral;99.98;problems;everybody deaf with cp lead problems.;neutral;99.96;signs;everybody deaf with cp lead signs.;neutral;99.97
everybody Deaf with CP advise [MASK].;R;SP;SP;everybody Deaf with CP;to advise;HassanSaad;me;everybody deaf with cp advise me.;neutral;98.71;you;everybody deaf with cp advise you.;neutral;99.91;it;everybody deaf with cp advise it.;neutral;99.89
everybody Deaf with mental disabilities innovate [MASK].;R;SP;SP;everybody Deaf with mental disabilities;to innovate;HassanSaad;today;everybody deaf with mental disabilities innovate today.;neutral;97.77;now;everybody deaf with mental disabilities innovate now.;neutral;97.27;here;everybody deaf with mental disabilities innovate here.;neutral;99.23
everybody Deaf with mental disabilities develop [MASK].;R;SP;SP;everybody Deaf with mental disabilities;to develop;HassanSaad;dementia;everybody deaf with mental disabilities develop dementia.;neutral;99.99;disabilities;everybody deaf with mental disabilities develop disabilities.;neutral;99.81;autism;everybody deaf with mental disabilities develop autism.;neutral;99.98
everybody Deaf with mental disabilities manage [MASK].;R;SP;SP;everybody Deaf with mental disabilities;to manage;HassanSaad;it;everybody deaf with mental disabilities manage it.;neutral;99.47;this;everybody deaf with mental disabilities manage this.;neutral;99.78;well;everybody deaf with mental disabilities manage well.;neutral;78.3
everybody Deaf with mental disabilities have [MASK].;R;SP;SP;everybody Deaf with mental disabilities;to have;HassanSaad;disabilities;everybody deaf with mental disabilities have disabilities.;neutral;99.91;autism;everybody deaf with mental disabilities have autism.;neutral;99.97;dementia;everybody deaf with mental disabilities have dementia.;neutral;99.99
everybody Deaf with mental disabilities instruct [MASK].;R;SP;SP;everybody Deaf with mental disabilities;to instruct;HassanSaad;##s;everybody deaf with mental disabilities instructs.;neutral;99.98;them;everybody deaf with mental disabilities instruct them.;neutral;99.98;him;everybody deaf with mental disabilities instruct him.;neutral;99.99
