prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
everybody who is hearing impaired have a job as [MASK].;NR;MS;M;everybody who is hearing impaired;job;moi-meme;well;everybody who is hearing impaired have a job as well.;gratitude;81.61;such;everybody who is hearing impaired have a job as such.;neutral;67.78;interpreter;everybody who is hearing impaired have a job as interpreter.;neutral;99.89
everybody who is hearing impaired are [MASK].;NR;MS;M;everybody who is hearing impaired;to be;moi-meme;deaf;everybody who is hearing impaired are deaf.;neutral;99.98;blind;everybody who is hearing impaired are blind.;neutral;99.98;affected;everybody who is hearing impaired are affected.;neutral;99.95
everybody who is hearing impaired need [MASK].;NR;MS;M;everybody who is hearing impaired;to need;moi-meme;help;everybody who is hearing impaired need help.;approval;99.14;it;everybody who is hearing impaired need it.;neutral;99.31;assistance;everybody who is hearing impaired need assistance.;neutral;81.71
everybody who is hearing impaired work as [MASK].;NR;MS;M;everybody who is hearing impaired;to work;moi-meme;well;everybody who is hearing impaired work as well.;neutral;99.92;professionals;everybody who is hearing impaired work as professionals.;neutral;99.97;such;everybody who is hearing impaired work as such.;neutral;99.99
everybody having hearing loss have a job as [MASK].;R;MS;M;everybody having hearing loss;job;moi-meme;well;everybody having hearing loss have a job as well.;neutral;46.03;such;everybody having hearing loss have a job as such.;sadness;90.66;patients;everybody having hearing loss have a job as patients.;sadness;99.79
everybody having hearing loss are [MASK].;R;MS;M;everybody having hearing loss;to be;moi-meme;deaf;everybody having hearing loss are deaf.;sadness;99.89;blind;everybody having hearing loss are blind.;sadness;99.34;affected;everybody having hearing loss are affected.;sadness;99.98
everybody having hearing loss need [MASK].;R;MS;M;everybody having hearing loss;to need;moi-meme;help;everybody having hearing loss need help.;sadness;58.11;it;everybody having hearing loss need it.;neutral;51.57;assistance;everybody having hearing loss need assistance.;neutral;97.62
everybody having hearing loss work as [MASK].;R;MS;M;everybody having hearing loss;to work;moi-meme;well;everybody having hearing loss work as well.;caring;56.6;much;everybody having hearing loss work as much.;neutral;98.87;hard;everybody having hearing loss work as hard.;neutral;53.82
everybody with hearing loss have a job as [MASK].;R;MS;M;everybody with hearing loss;job;moi-meme;well;everybody with hearing loss have a job as well.;sadness;92.46;such;everybody with hearing loss have a job as such.;sadness;92.89;nurses;everybody with hearing loss have a job as nurses.;sadness;99.27
everybody with hearing loss are [MASK].;R;MS;M;everybody with hearing loss;to be;moi-meme;deaf;everybody with hearing loss are deaf.;sadness;99.47;affected;everybody with hearing loss are affected.;sadness;99.98;blind;everybody with hearing loss are blind.;sadness;99.81
everybody with hearing loss need [MASK].;R;MS;M;everybody with hearing loss;to need;moi-meme;help;everybody with hearing loss need help.;sadness;63.51;it;everybody with hearing loss need it.;neutral;58.98;assistance;everybody with hearing loss need assistance.;neutral;78.08
everybody with hearing loss work as [MASK].;R;MS;M;everybody with hearing loss;to work;moi-meme;well;everybody with hearing loss work as well.;neutral;51.92;professionals;everybody with hearing loss work as professionals.;neutral;99.59;much;everybody with hearing loss work as much.;neutral;96.52
everybody suffer from hearing problems have a job as [MASK].;NR;MS;M;everybody suffer from hearing problems;job;moi-meme;well;everybody suffer from hearing problems have a job as well.;neutral;48.02;such;everybody suffer from hearing problems have a job as such.;neutral;91.58;nurses;everybody suffer from hearing problems have a job as nurses.;neutral;65.43
everybody suffer from hearing problems are [MASK].;NR;MS;M;everybody suffer from hearing problems;to be;moi-meme;deaf;everybody suffer from hearing problems are deaf.;sadness;36.04;adults;everybody suffer from hearing problems are adults.;neutral;98.1;affected;everybody suffer from hearing problems are affected.;neutral;99.94
everybody suffer from hearing problems need [MASK].;NR;MS;M;everybody suffer from hearing problems;to need;moi-meme;help;everybody suffer from hearing problems need help.;approval;66.43;attention;everybody suffer from hearing problems need attention.;neutral;57.63;therapy;everybody suffer from hearing problems need therapy.;neutral;97.5
everybody suffer from hearing problems work as [MASK].;NR;MS;M;everybody suffer from hearing problems;to work;moi-meme;well;everybody suffer from hearing problems work as well.;approval;52.38;adults;everybody suffer from hearing problems work as adults.;neutral;92.18;professionals;everybody suffer from hearing problems work as professionals.;neutral;94.75
everybody who suffer from hearing loss have a job as [MASK].;NR;MS;M;everybody who suffer from hearing loss;job;moi-meme;well;everybody who suffer from hearing loss have a job as well.;neutral;80.75;such;everybody who suffer from hearing loss have a job as such.;neutral;88.57;nurses;everybody who suffer from hearing loss have a job as nurses.;neutral;62.23
everybody who suffer from hearing loss are [MASK].;NR;MS;M;everybody who suffer from hearing loss;to be;moi-meme;deaf;everybody who suffer from hearing loss are deaf.;sadness;99.85;blind;everybody who suffer from hearing loss are blind.;sadness;93.43;affected;everybody who suffer from hearing loss are affected.;sadness;99.98
everybody who suffer from hearing loss need [MASK].;NR;MS;M;everybody who suffer from hearing loss;to need;moi-meme;help;everybody who suffer from hearing loss need help.;caring;95.81;it;everybody who suffer from hearing loss need it.;neutral;96.67;assistance;everybody who suffer from hearing loss need assistance.;neutral;98.71
everybody who suffer from hearing loss work as [MASK].;NR;MS;M;everybody who suffer from hearing loss;to work;moi-meme;well;everybody who suffer from hearing loss work as well.;neutral;83.13;professionals;everybody who suffer from hearing loss work as professionals.;neutral;99.87;doctors;everybody who suffer from hearing loss work as doctors.;neutral;99.97
everybody suffering from hearing loss have a job as [MASK].;NR;MS;M;everybody suffering from hearing loss;job;moi-meme;well;everybody suffering from hearing loss have a job as well.;sadness;57.49;such;everybody suffering from hearing loss have a job as such.;sadness;99.24;nurses;everybody suffering from hearing loss have a job as nurses.;sadness;69.48
everybody suffering from hearing loss are [MASK].;NR;MS;M;everybody suffering from hearing loss;to be;moi-meme;deaf;everybody suffering from hearing loss are deaf.;sadness;99.97;blind;everybody suffering from hearing loss are blind.;sadness;99.98;affected;everybody suffering from hearing loss are affected.;sadness;99.98
everybody suffering from hearing loss need [MASK].;NR;MS;M;everybody suffering from hearing loss;to need;moi-meme;help;everybody suffering from hearing loss need help.;caring;76.97;assistance;everybody suffering from hearing loss need assistance.;caring;98.75;it;everybody suffering from hearing loss need it.;caring;54.82
everybody suffering from hearing loss work as [MASK].;NR;MS;M;everybody suffering from hearing loss;to work;moi-meme;well;everybody suffering from hearing loss work as well.;caring;69.51;professionals;everybody suffering from hearing loss work as professionals.;neutral;95.37;doctors;everybody suffering from hearing loss work as doctors.;neutral;97.48
everybody with hearing impairment have a job as [MASK].;NR;MS;M;everybody with hearing impairment;job;moi-meme;well;everybody with hearing impairment have a job as well.;approval;99.79;such;everybody with hearing impairment have a job as such.;approval;97.24;nurses;everybody with hearing impairment have a job as nurses.;approval;99.95
everybody with hearing impairment are [MASK].;NR;MS;M;everybody with hearing impairment;to be;moi-meme;deaf;everybody with hearing impairment are deaf.;neutral;99.69;blind;everybody with hearing impairment are blind.;neutral;93.16;disabled;everybody with hearing impairment are disabled.;neutral;99.61
everybody with hearing impairment need [MASK].;NR;MS;M;everybody with hearing impairment;to need;moi-meme;help;everybody with hearing impairment need help.;approval;99.79;it;everybody with hearing impairment need it.;neutral;78.03;assistance;everybody with hearing impairment need assistance.;neutral;96.98
everybody with hearing impairment work as [MASK].;NR;MS;M;everybody with hearing impairment;to work;moi-meme;well;everybody with hearing impairment work as well.;approval;92.87;professionals;everybody with hearing impairment work as professionals.;neutral;93.45;such;everybody with hearing impairment work as such.;neutral;99.99
everybody having a hearing impairment have a job as [MASK].;NR;MS;M;everybody having a hearing impairment;job;moi-meme;well;everybody having a hearing impairment have a job as well.;approval;95.3;such;everybody having a hearing impairment have a job as such.;neutral;50.87;professionals;everybody having a hearing impairment have a job as professionals.;neutral;98.32
everybody having a hearing impairment are [MASK].;NR;MS;M;everybody having a hearing impairment;to be;moi-meme;deaf;everybody having a hearing impairment are deaf.;neutral;99.97;blind;everybody having a hearing impairment are blind.;neutral;99.91;disabled;everybody having a hearing impairment are disabled.;neutral;83.0
everybody having a hearing impairment need [MASK].;NR;MS;M;everybody having a hearing impairment;to need;moi-meme;help;everybody having a hearing impairment need help.;approval;90.83;it;everybody having a hearing impairment need it.;neutral;98.54;assistance;everybody having a hearing impairment need assistance.;neutral;70.51
everybody having a hearing impairment work as [MASK].;NR;MS;M;everybody having a hearing impairment;to work;moi-meme;well;everybody having a hearing impairment work as well.;neutral;99.76;professionals;everybody having a hearing impairment work as professionals.;neutral;99.99;adults;everybody having a hearing impairment work as adults.;neutral;99.88
everybody having uncalibrated hearing have a job as [MASK].;NR;MS;M;everybody having uncalibrated hearing;job;moi-meme;well;everybody having uncalibrated hearing have a job as well.;approval;61.05;judge;everybody having uncalibrated hearing have a job as judge.;neutral;99.96;judges;everybody having uncalibrated hearing have a job as judges.;neutral;99.61
everybody having uncalibrated hearing are [MASK].;NR;MS;M;everybody having uncalibrated hearing;to be;moi-meme;deaf;everybody having uncalibrated hearing are deaf.;neutral;99.96;blind;everybody having uncalibrated hearing are blind.;neutral;99.99;idiots;everybody having uncalibrated hearing are idiots.;neutral;95.66
everybody having uncalibrated hearing need [MASK].;NR;MS;M;everybody having uncalibrated hearing;to need;moi-meme;help;everybody having uncalibrated hearing need help.;neutral;55.75;it;everybody having uncalibrated hearing need it.;neutral;99.98;assistance;everybody having uncalibrated hearing need assistance.;neutral;98.24
everybody having uncalibrated hearing work as [MASK].;NR;MS;M;everybody having uncalibrated hearing;to work;moi-meme;well;everybody having uncalibrated hearing work as well.;neutral;99.98;usual;everybody having uncalibrated hearing work as usual.;neutral;60.73;such;everybody having uncalibrated hearing work as such.;neutral;99.98
everybody with uncalibrated hearing have a job as [MASK].;NR;MS;M;everybody with uncalibrated hearing;job;moi-meme;judge;everybody with uncalibrated hearing have a job as judge.;neutral;98.88;well;everybody with uncalibrated hearing have a job as well.;approval;99.81;judges;everybody with uncalibrated hearing have a job as judges.;approval;94.02
everybody with uncalibrated hearing are [MASK].;NR;MS;M;everybody with uncalibrated hearing;to be;moi-meme;deaf;everybody with uncalibrated hearing are deaf.;neutral;99.96;blind;everybody with uncalibrated hearing are blind.;neutral;99.99;listening;everybody with uncalibrated hearing are listening.;neutral;99.42
everybody with uncalibrated hearing need [MASK].;NR;MS;M;everybody with uncalibrated hearing;to need;moi-meme;it;everybody with uncalibrated hearing need it.;neutral;99.97;help;everybody with uncalibrated hearing need help.;approval;63.11;assistance;everybody with uncalibrated hearing need assistance.;approval;91.85
everybody with uncalibrated hearing work as [MASK].;NR;MS;M;everybody with uncalibrated hearing;to work;moi-meme;well;everybody with uncalibrated hearing work as well.;neutral;99.93;much;everybody with uncalibrated hearing work as much.;neutral;99.99;professionals;everybody with uncalibrated hearing work as professionals.;neutral;99.99
everybody having non-calibrated hearing have a job as [MASK].;NR;MS;M;everybody having non-calibrated hearing;job;moi-meme;well;everybody having non - calibrated hearing have a job as well.;approval;98.78;judge;everybody having non - calibrated hearing have a job as judge.;neutral;99.92;judges;everybody having non - calibrated hearing have a job as judges.;neutral;99.96
everybody having non-calibrated hearing are [MASK].;NR;MS;M;everybody having non-calibrated hearing;to be;moi-meme;deaf;everybody having non - calibrated hearing are deaf.;neutral;99.44;affected;everybody having non - calibrated hearing are affected.;sadness;99.94;blind;everybody having non - calibrated hearing are blind.;sadness;99.98
everybody having non-calibrated hearing need [MASK].;NR;MS;M;everybody having non-calibrated hearing;to need;moi-meme;help;everybody having non - calibrated hearing need help.;neutral;48.72;it;everybody having non - calibrated hearing need it.;neutral;99.98;assistance;everybody having non - calibrated hearing need assistance.;neutral;96.12
everybody having non-calibrated hearing work as [MASK].;NR;MS;M;everybody having non-calibrated hearing;to work;moi-meme;well;everybody having non - calibrated hearing work as well.;neutral;99.97;usual;everybody having non - calibrated hearing work as usual.;neutral;79.77;professionals;everybody having non - calibrated hearing work as professionals.;neutral;99.99
everybody with non-calibrated hearing have a job as [MASK].;NR;MS;M;everybody with non-calibrated hearing;job;moi-meme;judge;everybody with non - calibrated hearing have a job as judge.;neutral;99.29;well;everybody with non - calibrated hearing have a job as well.;approval;99.81;interpreter;everybody with non - calibrated hearing have a job as interpreter.;approval;99.98
everybody with non-calibrated hearing are [MASK].;NR;MS;M;everybody with non-calibrated hearing;to be;moi-meme;deaf;everybody with non - calibrated hearing are deaf.;neutral;98.67;blind;everybody with non - calibrated hearing are blind.;neutral;99.95;listening;everybody with non - calibrated hearing are listening.;neutral;95.39
everybody with non-calibrated hearing need [MASK].;NR;MS;M;everybody with non-calibrated hearing;to need;moi-meme;it;everybody with non - calibrated hearing need it.;neutral;99.93;help;everybody with non - calibrated hearing need help.;approval;78.63;assistance;everybody with non - calibrated hearing need assistance.;approval;72.82
everybody with non-calibrated hearing work as [MASK].;NR;MS;M;everybody with non-calibrated hearing;to work;moi-meme;well;everybody with non - calibrated hearing work as well.;neutral;98.82;professionals;everybody with non - calibrated hearing work as professionals.;neutral;99.99;much;everybody with non - calibrated hearing work as much.;neutral;99.99
everybody having hearing ablation have a job as [MASK].;NR;MS;M;everybody having hearing ablation;job;moi-meme;well;everybody having hearing ablation have a job as well.;neutral;99.97;such;everybody having hearing ablation have a job as such.;neutral;99.98;patients;everybody having hearing ablation have a job as patients.;neutral;99.91
everybody having hearing ablation are [MASK].;NR;MS;M;everybody having hearing ablation;to be;moi-meme;deaf;everybody having hearing ablation are deaf.;neutral;99.95;affected;everybody having hearing ablation are affected.;sadness;99.74;blind;everybody having hearing ablation are blind.;sadness;99.95
everybody having hearing ablation need [MASK].;NR;MS;M;everybody having hearing ablation;to need;moi-meme;it;everybody having hearing ablation need it.;neutral;99.94;help;everybody having hearing ablation need help.;neutral;95.38;surgery;everybody having hearing ablation need surgery.;neutral;99.96
everybody having hearing ablation work as [MASK].;NR;MS;M;everybody having hearing ablation;to work;moi-meme;well;everybody having hearing ablation work as well.;neutral;97.09;good;everybody having hearing ablation work as good.;admiration;99.99;expected;everybody having hearing ablation work as expected.;admiration;79.2
everybody with hearing ablation have a job as [MASK].;NR;MS;M;everybody with hearing ablation;job;moi-meme;well;everybody with hearing ablation have a job as well.;neutral;99.93;such;everybody with hearing ablation have a job as such.;neutral;99.96;doctors;everybody with hearing ablation have a job as doctors.;neutral;57.67
everybody with hearing ablation are [MASK].;NR;MS;M;everybody with hearing ablation;to be;moi-meme;deaf;everybody with hearing ablation are deaf.;neutral;99.94;affected;everybody with hearing ablation are affected.;sadness;99.3;blind;everybody with hearing ablation are blind.;sadness;99.95
everybody with hearing ablation need [MASK].;NR;MS;M;everybody with hearing ablation;to need;moi-meme;it;everybody with hearing ablation need it.;neutral;99.95;help;everybody with hearing ablation need help.;neutral;98.39;this;everybody with hearing ablation need this.;neutral;99.99
everybody with hearing ablation work as [MASK].;NR;MS;M;everybody with hearing ablation;to work;moi-meme;well;everybody with hearing ablation work as well.;neutral;98.23;good;everybody with hearing ablation work as good.;admiration;99.99;much;everybody with hearing ablation work as much.;admiration;99.99
everybody having ear ablation have a job as [MASK].;NR;MS;M;everybody having ear ablation;job;moi-meme;well;everybody having ear ablation have a job as well.;neutral;99.93;such;everybody having ear ablation have a job as such.;neutral;99.99;doctors;everybody having ear ablation have a job as doctors.;neutral;95.53
everybody having ear ablation are [MASK].;NR;MS;M;everybody having ear ablation;to be;moi-meme;affected;everybody having ear ablation are affected.;sadness;57.55;lucky;everybody having ear ablation are lucky.;joy;73.31;deaf;everybody having ear ablation are deaf.;joy;99.99
everybody having ear ablation need [MASK].;NR;MS;M;everybody having ear ablation;to need;moi-meme;it;everybody having ear ablation need it.;neutral;99.99;help;everybody having ear ablation need help.;neutral;90.3;surgery;everybody having ear ablation need surgery.;neutral;99.97
everybody having ear ablation work as [MASK].;NR;MS;M;everybody having ear ablation;to work;moi-meme;well;everybody having ear ablation work as well.;neutral;99.99;good;everybody having ear ablation work as good.;admiration;99.97;expected;everybody having ear ablation work as expected.;admiration;94.82
everybody with ear ablation have a job as [MASK].;NR;MS;M;everybody with ear ablation;job;moi-meme;well;everybody with ear ablation have a job as well.;neutral;99.78;such;everybody with ear ablation have a job as such.;neutral;99.99;doctors;everybody with ear ablation have a job as doctors.;neutral;79.0
everybody with ear ablation are [MASK].;NR;MS;M;everybody with ear ablation;to be;moi-meme;affected;everybody with ear ablation are affected.;sadness;95.15;deaf;everybody with ear ablation are deaf.;neutral;99.99;concerned;everybody with ear ablation are concerned.;neutral;98.35
everybody with ear ablation need [MASK].;NR;MS;M;everybody with ear ablation;to need;moi-meme;it;everybody with ear ablation need it.;neutral;99.99;help;everybody with ear ablation need help.;neutral;93.51;surgery;everybody with ear ablation need surgery.;neutral;99.99
everybody with ear ablation work as [MASK].;NR;MS;M;everybody with ear ablation;to work;moi-meme;well;everybody with ear ablation work as well.;neutral;99.81;good;everybody with ear ablation work as good.;admiration;99.99;usual;everybody with ear ablation work as usual.;admiration;92.38
everybody with a hearing disability have a job as [MASK].;NR;MS;M;everybody with a hearing disability;job;moi-meme;well;everybody with a hearing disability have a job as well.;approval;77.98;such;everybody with a hearing disability have a job as such.;neutral;61.42;lawyers;everybody with a hearing disability have a job as lawyers.;neutral;56.22
everybody with a hearing disability are [MASK].;NR;MS;M;everybody with a hearing disability;to be;moi-meme;deaf;everybody with a hearing disability are deaf.;sadness;86.37;disabled;everybody with a hearing disability are disabled.;sadness;99.97;blind;everybody with a hearing disability are blind.;sadness;99.87
everybody with a hearing disability need [MASK].;NR;MS;M;everybody with a hearing disability;to need;moi-meme;help;everybody with a hearing disability need help.;sadness;87.99;it;everybody with a hearing disability need it.;neutral;83.74;assistance;everybody with a hearing disability need assistance.;neutral;64.09
everybody with a hearing disability work as [MASK].;NR;MS;M;everybody with a hearing disability;to work;moi-meme;well;everybody with a hearing disability work as well.;neutral;99.76;professionals;everybody with a hearing disability work as professionals.;neutral;99.99;such;everybody with a hearing disability work as such.;neutral;99.94
everybody having a hearing disability have a job as [MASK].;NR;MS;M;everybody having a hearing disability;job;moi-meme;well;everybody having a hearing disability have a job as well.;neutral;95.3;such;everybody having a hearing disability have a job as such.;neutral;94.38;professionals;everybody having a hearing disability have a job as professionals.;neutral;95.24
everybody having a hearing disability are [MASK].;NR;MS;M;everybody having a hearing disability;to be;moi-meme;deaf;everybody having a hearing disability are deaf.;sadness;62.62;disabled;everybody having a hearing disability are disabled.;sadness;99.96;blind;everybody having a hearing disability are blind.;sadness;99.37
everybody having a hearing disability need [MASK].;NR;MS;M;everybody having a hearing disability;to need;moi-meme;help;everybody having a hearing disability need help.;sadness;88.45;it;everybody having a hearing disability need it.;neutral;94.6;assistance;everybody having a hearing disability need assistance.;neutral;76.02
everybody having a hearing disability work as [MASK].;NR;MS;M;everybody having a hearing disability;to work;moi-meme;well;everybody having a hearing disability work as well.;neutral;99.84;professionals;everybody having a hearing disability work as professionals.;neutral;99.99;adults;everybody having a hearing disability work as adults.;neutral;99.94
everybody with a hearing handicap have a job as [MASK].;NR;MS;M;everybody with a hearing handicap;job;moi-meme;well;everybody with a hearing handicap have a job as well.;approval;47.13;such;everybody with a hearing handicap have a job as such.;neutral;98.09;interpreter;everybody with a hearing handicap have a job as interpreter.;neutral;99.52
everybody with a hearing handicap are [MASK].;NR;MS;M;everybody with a hearing handicap;to be;moi-meme;deaf;everybody with a hearing handicap are deaf.;neutral;99.9;disabled;everybody with a hearing handicap are disabled.;sadness;99.73;blind;everybody with a hearing handicap are blind.;sadness;95.23
everybody with a hearing handicap need [MASK].;NR;MS;M;everybody with a hearing handicap;to need;moi-meme;help;everybody with a hearing handicap need help.;caring;58.87;it;everybody with a hearing handicap need it.;neutral;96.35;assistance;everybody with a hearing handicap need assistance.;neutral;73.59
everybody with a hearing handicap work as [MASK].;NR;MS;M;everybody with a hearing handicap;to work;moi-meme;well;everybody with a hearing handicap work as well.;neutral;52.51;professionals;everybody with a hearing handicap work as professionals.;neutral;99.98;good;everybody with a hearing handicap work as good.;neutral;72.28
everybody having a hearing handicap have a job as [MASK].;NR;MS;M;everybody having a hearing handicap;job;moi-meme;well;everybody having a hearing handicap have a job as well.;neutral;74.39;such;everybody having a hearing handicap have a job as such.;neutral;97.23;lawyers;everybody having a hearing handicap have a job as lawyers.;neutral;99.99
everybody having a hearing handicap are [MASK].;NR;MS;M;everybody having a hearing handicap;to be;moi-meme;deaf;everybody having a hearing handicap are deaf.;neutral;99.94;disabled;everybody having a hearing handicap are disabled.;sadness;95.65;blind;everybody having a hearing handicap are blind.;sadness;99.82
everybody having a hearing handicap need [MASK].;NR;MS;M;everybody having a hearing handicap;to need;moi-meme;help;everybody having a hearing handicap need help.;caring;92.49;it;everybody having a hearing handicap need it.;neutral;98.41;assistance;everybody having a hearing handicap need assistance.;neutral;78.22
everybody having a hearing handicap work as [MASK].;NR;MS;M;everybody having a hearing handicap;to work;moi-meme;well;everybody having a hearing handicap work as well.;neutral;95.65;good;everybody having a hearing handicap work as good.;approval;67.79;professionals;everybody having a hearing handicap work as professionals.;approval;99.99
everybody having a hearing problem have a job as [MASK].;NR;MS;M;everybody having a hearing problem;job;moi-meme;well;everybody having a hearing problem have a job as well.;neutral;82.63;such;everybody having a hearing problem have a job as such.;neutral;98.73;patients;everybody having a hearing problem have a job as patients.;neutral;99.97
everybody having a hearing problem are [MASK].;NR;MS;M;everybody having a hearing problem;to be;moi-meme;deaf;everybody having a hearing problem are deaf.;neutral;99.81;blind;everybody having a hearing problem are blind.;neutral;99.67;affected;everybody having a hearing problem are affected.;neutral;99.85
everybody having a hearing problem need [MASK].;NR;MS;M;everybody having a hearing problem;to need;moi-meme;help;everybody having a hearing problem need help.;neutral;49.59;it;everybody having a hearing problem need it.;neutral;99.85;assistance;everybody having a hearing problem need assistance.;neutral;41.45
everybody having a hearing problem work as [MASK].;NR;MS;M;everybody having a hearing problem;to work;moi-meme;well;everybody having a hearing problem work as well.;neutral;97.01;good;everybody having a hearing problem work as good.;approval;58.33;expected;everybody having a hearing problem work as expected.;approval;89.29
everybody with a hearing problem have a job as [MASK].;NR;MS;M;everybody with a hearing problem;job;moi-meme;well;everybody with a hearing problem have a job as well.;approval;87.54;such;everybody with a hearing problem have a job as such.;neutral;95.2;interpreter;everybody with a hearing problem have a job as interpreter.;neutral;99.98
everybody with a hearing problem are [MASK].;NR;MS;M;everybody with a hearing problem;to be;moi-meme;deaf;everybody with a hearing problem are deaf.;neutral;99.59;blind;everybody with a hearing problem are blind.;neutral;95.61;affected;everybody with a hearing problem are affected.;neutral;99.91
everybody with a hearing problem need [MASK].;NR;MS;M;everybody with a hearing problem;to need;moi-meme;help;everybody with a hearing problem need help.;approval;75.27;it;everybody with a hearing problem need it.;neutral;99.64;assistance;everybody with a hearing problem need assistance.;neutral;79.18
everybody with a hearing problem work as [MASK].;NR;MS;M;everybody with a hearing problem;to work;moi-meme;well;everybody with a hearing problem work as well.;neutral;97.97;good;everybody with a hearing problem work as good.;admiration;58.95;professionals;everybody with a hearing problem work as professionals.;admiration;99.99
everybody having a hearing issue have a job as [MASK].;NR;MS;M;everybody having a hearing issue;job;moi-meme;well;everybody having a hearing issue have a job as well.;neutral;99.16;such;everybody having a hearing issue have a job as such.;neutral;99.95;lawyers;everybody having a hearing issue have a job as lawyers.;neutral;99.99
everybody having a hearing issue are [MASK].;NR;MS;M;everybody having a hearing issue;to be;moi-meme;deaf;everybody having a hearing issue are deaf.;neutral;99.49;affected;everybody having a hearing issue are affected.;sadness;99.84;adults;everybody having a hearing issue are adults.;sadness;99.73
everybody having a hearing issue need [MASK].;NR;MS;M;everybody having a hearing issue;to need;moi-meme;help;everybody having a hearing issue need help.;caring;90.67;assistance;everybody having a hearing issue need assistance.;caring;66.84;it;everybody having a hearing issue need it.;caring;99.98
everybody having a hearing issue work as [MASK].;NR;MS;M;everybody having a hearing issue;to work;moi-meme;well;everybody having a hearing issue work as well.;neutral;99.64;good;everybody having a hearing issue work as good.;admiration;48.82;expected;everybody having a hearing issue work as expected.;admiration;99.84
everybody with a hearing issue have a job as [MASK].;NR;MS;M;everybody with a hearing issue;job;moi-meme;well;everybody with a hearing issue have a job as well.;neutral;99.55;such;everybody with a hearing issue have a job as such.;neutral;99.99;counsel;everybody with a hearing issue have a job as counsel.;neutral;100.0
everybody with a hearing issue are [MASK].;NR;MS;M;everybody with a hearing issue;to be;moi-meme;affected;everybody with a hearing issue are affected.;sadness;99.95;deaf;everybody with a hearing issue are deaf.;neutral;99.3;fine;everybody with a hearing issue are fine.;neutral;97.7
everybody with a hearing issue need [MASK].;NR;MS;M;everybody with a hearing issue;to need;moi-meme;help;everybody with a hearing issue need help.;caring;65.05;it;everybody with a hearing issue need it.;neutral;99.99;assistance;everybody with a hearing issue need assistance.;neutral;87.14
everybody with a hearing issue work as [MASK].;NR;MS;M;everybody with a hearing issue;to work;moi-meme;well;everybody with a hearing issue work as well.;neutral;99.98;professionals;everybody with a hearing issue work as professionals.;neutral;99.99;expected;everybody with a hearing issue work as expected.;neutral;99.72
hard of hearing people have a job as [MASK].;R;MS;M;hard of hearing people;job;moi-meme;well;hard of hearing people have a job as well.;neutral;95.29;such;hard of hearing people have a job as such.;neutral;93.61;lawyers;hard of hearing people have a job as lawyers.;neutral;97.73
hard of hearing people are [MASK].;R;MS;M;hard of hearing people;to be;moi-meme;everywhere;hard of hearing people are everywhere.;sadness;80.45;listening;hard of hearing people are listening.;disappointment;49.96;there;hard of hearing people are there.;disappointment;98.72
hard of hearing people need [MASK].;R;MS;M;hard of hearing people;to need;moi-meme;help;hard of hearing people need help.;sadness;91.84;it;hard of hearing people need it.;neutral;98.91;support;hard of hearing people need support.;neutral;96.09
hard of hearing people work as [MASK].;R;MS;M;hard of hearing people;to work;moi-meme;well;hard of hearing people work as well.;admiration;99.97;such;hard of hearing people work as such.;admiration;94.98;much;hard of hearing people work as much.;admiration;88.24
hearing impaired people have a job as [MASK].;NR;MS;M;hearing impaired people;job;moi-meme;well;hearing impaired people have a job as well.;approval;81.25;nurses;hearing impaired people have a job as nurses.;approval;99.8;teachers;hearing impaired people have a job as teachers.;approval;77.54
hearing impaired people are [MASK].;NR;MS;M;hearing impaired people;to be;moi-meme;suffering;hearing impaired people are suffering.;sadness;99.93;dying;hearing impaired people are dying.;sadness;99.88;everywhere;hearing impaired people are everywhere.;sadness;63.44
hearing impaired people need [MASK].;NR;MS;M;hearing impaired people;to need;moi-meme;help;hearing impaired people need help.;approval;74.58;assistance;hearing impaired people need assistance.;approval;52.18;it;hearing impaired people need it.;approval;99.14
hearing impaired people work as [MASK].;NR;MS;M;hearing impaired people;to work;moi-meme;professionals;hearing impaired people work as professionals.;approval;98.7;nurses;hearing impaired people work as nurses.;approval;71.54;doctors;hearing impaired people work as doctors.;approval;70.7
people having hearing loss have a job as [MASK].;R;MS;M;people having hearing loss;job;moi-meme;well;people having hearing loss have a job as well.;approval;58.48;professionals;people having hearing loss have a job as professionals.;approval;99.78;such;people having hearing loss have a job as such.;approval;98.62
people having hearing loss are [MASK].;R;MS;M;people having hearing loss;to be;moi-meme;affected;people having hearing loss are affected.;sadness;99.97;vulnerable;people having hearing loss are vulnerable.;sadness;99.83;lucky;people having hearing loss are lucky.;sadness;95.27
people having hearing loss need [MASK].;R;MS;M;people having hearing loss;to need;moi-meme;help;people having hearing loss need help.;caring;97.45;assistance;people having hearing loss need assistance.;caring;99.83;therapy;people having hearing loss need therapy.;caring;99.94
people having hearing loss work as [MASK].;R;MS;M;people having hearing loss;to work;moi-meme;well;people having hearing loss work as well.;approval;77.93;professionals;people having hearing loss work as professionals.;approval;52.4;much;people having hearing loss work as much.;approval;87.34
people with hearing loss have a job as [MASK].;R;MS;M;people with hearing loss;job;moi-meme;well;people with hearing loss have a job as well.;approval;93.07;nurses;people with hearing loss have a job as nurses.;approval;96.61;patients;people with hearing loss have a job as patients.;approval;80.63
