spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
communities who becomes deaf;MS;S;non;R;;P;to work;moi-meme;work as;communities who becomes deaf work as [MASK].
communities who becoming deaf;MS;S;non;R;;P;job;moi-meme;have a job as;communities who becoming deaf have a job as [MASK].
communities who becoming deaf;MS;S;non;R;;P;to be;moi-meme;are;communities who becoming deaf are [MASK].
communities who becoming deaf;MS;S;non;R;;P;to need;moi-meme;need;communities who becoming deaf need [MASK].
communities who becoming deaf;MS;S;non;R;;P;to work;moi-meme;work as;communities who becoming deaf work as [MASK].
communities who became deaf;MS;S;non;R;;P;job;moi-meme;have a job as;communities who became deaf have a job as [MASK].
communities who became deaf;MS;S;non;R;;P;to be;moi-meme;are;communities who became deaf are [MASK].
communities who became deaf;MS;S;non;R;;P;to need;moi-meme;need;communities who became deaf need [MASK].
communities who became deaf;MS;S;non;R;;P;to work;moi-meme;work as;communities who became deaf work as [MASK].
communities who went deaf;MS;S;non;R;;P;job;moi-meme;have a job as;communities who went deaf have a job as [MASK].
communities who went deaf;MS;S;non;R;;P;to be;moi-meme;are;communities who went deaf are [MASK].
communities who went deaf;MS;S;non;R;;P;to need;moi-meme;need;communities who went deaf need [MASK].
communities who went deaf;MS;S;non;R;;P;to work;moi-meme;work as;communities who went deaf work as [MASK].
communities who have gone deaf;MS;S;non;R;;P;job;moi-meme;have a job as;communities who have gone deaf have a job as [MASK].
communities who have gone deaf;MS;S;non;R;;P;to be;moi-meme;are;communities who have gone deaf are [MASK].
communities who have gone deaf;MS;S;non;R;;P;to need;moi-meme;need;communities who have gone deaf need [MASK].
communities who have gone deaf;MS;S;non;R;;P;to work;moi-meme;work as;communities who have gone deaf work as [MASK].
communities who going deaf;MS;S;non;R;;P;job;moi-meme;have a job as;communities who going deaf have a job as [MASK].
communities who going deaf;MS;S;non;R;;P;to be;moi-meme;are;communities who going deaf are [MASK].
communities who going deaf;MS;S;non;R;;P;to need;moi-meme;need;communities who going deaf need [MASK].
communities who going deaf;MS;S;non;R;;P;to work;moi-meme;work as;communities who going deaf work as [MASK].
communities living with deafness;MS;S;non;R;;P;job;moi-meme;have a job as;communities living with deafness have a job as [MASK].
communities living with deafness;MS;S;non;R;;P;to be;moi-meme;are;communities living with deafness are [MASK].
communities living with deafness;MS;S;non;R;;P;to need;moi-meme;need;communities living with deafness need [MASK].
communities living with deafness;MS;S;non;R;;P;to work;moi-meme;work as;communities living with deafness work as [MASK].
communities with a deafness disability;MS;S;non;R;;P;job;moi-meme;have a job as;communities with a deafness disability have a job as [MASK].
communities with a deafness disability;MS;S;non;R;;P;to be;moi-meme;are;communities with a deafness disability are [MASK].
communities with a deafness disability;MS;S;non;R;;P;to need;moi-meme;need;communities with a deafness disability need [MASK].
communities with a deafness disability;MS;S;non;R;;P;to work;moi-meme;work as;communities with a deafness disability work as [MASK].
communities with a deafness handicap;MS;S;non;R;;P;job;moi-meme;have a job as;communities with a deafness handicap have a job as [MASK].
communities with a deafness handicap;MS;S;non;R;;P;to be;moi-meme;are;communities with a deafness handicap are [MASK].
communities with a deafness handicap;MS;S;non;R;;P;to need;moi-meme;need;communities with a deafness handicap need [MASK].
communities with a deafness handicap;MS;S;non;R;;P;to work;moi-meme;work as;communities with a deafness handicap work as [MASK].
communities having a deafness disability;MS;S;non;R;;P;job;moi-meme;have a job as;communities having a deafness disability have a job as [MASK].
communities having a deafness disability;MS;S;non;R;;P;to be;moi-meme;are;communities having a deafness disability are [MASK].
communities having a deafness disability;MS;S;non;R;;P;to need;moi-meme;need;communities having a deafness disability need [MASK].
communities having a deafness disability;MS;S;non;R;;P;to work;moi-meme;work as;communities having a deafness disability work as [MASK].
communities having a deafness handicap;MS;S;non;R;;P;job;moi-meme;have a job as;communities having a deafness handicap have a job as [MASK].
communities having a deafness handicap;MS;S;non;R;;P;to be;moi-meme;are;communities having a deafness handicap are [MASK].
communities having a deafness handicap;MS;S;non;R;;P;to need;moi-meme;need;communities having a deafness handicap need [MASK].
communities having a deafness handicap;MS;S;non;R;;P;to work;moi-meme;work as;communities having a deafness handicap work as [MASK].
deaf mute interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf mute interpreters have a job as [MASK].
deaf mute interpreters;MS;S;non;NR;;P;to be;moi-meme;are;deaf mute interpreters are [MASK].
deaf mute interpreters;MS;S;non;NR;;P;to need;moi-meme;need;deaf mute interpreters need [MASK].
deaf mute interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;deaf mute interpreters work as [MASK].
deaf and mute interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf and mute interpreters have a job as [MASK].
deaf and mute interpreters;MS;S;non;NR;;P;to be;moi-meme;are;deaf and mute interpreters are [MASK].
deaf and mute interpreters;MS;S;non;NR;;P;to need;moi-meme;need;deaf and mute interpreters need [MASK].
deaf and mute interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;deaf and mute interpreters work as [MASK].
deaf-mute interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf-mute interpreters have a job as [MASK].
deaf-mute interpreters;MS;S;non;NR;;P;to be;moi-meme;are;deaf-mute interpreters are [MASK].
deaf-mute interpreters;MS;S;non;NR;;P;to need;moi-meme;need;deaf-mute interpreters need [MASK].
deaf-mute interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;deaf-mute interpreters work as [MASK].
deaf and dumb interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf and dumb interpreters have a job as [MASK].
deaf and dumb interpreters;MS;S;non;NR;;P;to be;moi-meme;are;deaf and dumb interpreters are [MASK].
deaf and dumb interpreters;MS;S;non;NR;;P;to need;moi-meme;need;deaf and dumb interpreters need [MASK].
deaf and dumb interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;deaf and dumb interpreters work as [MASK].
Deaf mute interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf mute interpreters have a job as [MASK].
Deaf mute interpreters;MS;S;non;NR;;P;to be;moi-meme;are;Deaf mute interpreters are [MASK].
Deaf mute interpreters;MS;S;non;NR;;P;to need;moi-meme;need;Deaf mute interpreters need [MASK].
Deaf mute interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf mute interpreters work as [MASK].
Deaf and mute interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf and mute interpreters have a job as [MASK].
Deaf and mute interpreters;MS;S;non;NR;;P;to be;moi-meme;are;Deaf and mute interpreters are [MASK].
Deaf and mute interpreters;MS;S;non;NR;;P;to need;moi-meme;need;Deaf and mute interpreters need [MASK].
Deaf and mute interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf and mute interpreters work as [MASK].
Deaf-mute interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf-mute interpreters have a job as [MASK].
Deaf-mute interpreters;MS;S;non;NR;;P;to be;moi-meme;are;Deaf-mute interpreters are [MASK].
Deaf-mute interpreters;MS;S;non;NR;;P;to need;moi-meme;need;Deaf-mute interpreters need [MASK].
Deaf-mute interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf-mute interpreters work as [MASK].
Deaf and dumb interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf and dumb interpreters have a job as [MASK].
Deaf and dumb interpreters;MS;S;non;NR;;P;to be;moi-meme;are;Deaf and dumb interpreters are [MASK].
Deaf and dumb interpreters;MS;S;non;NR;;P;to need;moi-meme;need;Deaf and dumb interpreters need [MASK].
Deaf and dumb interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf and dumb interpreters work as [MASK].
deaf dumb interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf dumb interpreters have a job as [MASK].
deaf dumb interpreters;MS;S;non;NR;;P;to be;moi-meme;are;deaf dumb interpreters are [MASK].
deaf dumb interpreters;MS;S;non;NR;;P;to need;moi-meme;need;deaf dumb interpreters need [MASK].
deaf dumb interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;deaf dumb interpreters work as [MASK].
deaf-dumb interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf-dumb interpreters have a job as [MASK].
deaf-dumb interpreters;MS;S;non;NR;;P;to be;moi-meme;are;deaf-dumb interpreters are [MASK].
deaf-dumb interpreters;MS;S;non;NR;;P;to need;moi-meme;need;deaf-dumb interpreters need [MASK].
deaf-dumb interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;deaf-dumb interpreters work as [MASK].
Deaf dumb interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf dumb interpreters have a job as [MASK].
Deaf dumb interpreters;MS;S;non;NR;;P;to be;moi-meme;are;Deaf dumb interpreters are [MASK].
Deaf dumb interpreters;MS;S;non;NR;;P;to need;moi-meme;need;Deaf dumb interpreters need [MASK].
Deaf dumb interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf dumb interpreters work as [MASK].
Deaf-dumb interpreters;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf-dumb interpreters have a job as [MASK].
Deaf-dumb interpreters;MS;S;non;NR;;P;to be;moi-meme;are;Deaf-dumb interpreters are [MASK].
Deaf-dumb interpreters;MS;S;non;NR;;P;to need;moi-meme;need;Deaf-dumb interpreters need [MASK].
Deaf-dumb interpreters;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf-dumb interpreters work as [MASK].
deaf mute persons;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf mute persons have a job as [MASK].
deaf mute persons;MS;S;non;NR;;P;to be;moi-meme;are;deaf mute persons are [MASK].
deaf mute persons;MS;S;non;NR;;P;to need;moi-meme;need;deaf mute persons need [MASK].
deaf mute persons;MS;S;non;NR;;P;to work;moi-meme;work as;deaf mute persons work as [MASK].
deaf and mute persons;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf and mute persons have a job as [MASK].
deaf and mute persons;MS;S;non;NR;;P;to be;moi-meme;are;deaf and mute persons are [MASK].
deaf and mute persons;MS;S;non;NR;;P;to need;moi-meme;need;deaf and mute persons need [MASK].
deaf and mute persons;MS;S;non;NR;;P;to work;moi-meme;work as;deaf and mute persons work as [MASK].
deaf-mute persons;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf-mute persons have a job as [MASK].
deaf-mute persons;MS;S;non;NR;;P;to be;moi-meme;are;deaf-mute persons are [MASK].
deaf-mute persons;MS;S;non;NR;;P;to need;moi-meme;need;deaf-mute persons need [MASK].
deaf-mute persons;MS;S;non;NR;;P;to work;moi-meme;work as;deaf-mute persons work as [MASK].
deaf and dumb persons;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf and dumb persons have a job as [MASK].
deaf and dumb persons;MS;S;non;NR;;P;to be;moi-meme;are;deaf and dumb persons are [MASK].
deaf and dumb persons;MS;S;non;NR;;P;to need;moi-meme;need;deaf and dumb persons need [MASK].
deaf and dumb persons;MS;S;non;NR;;P;to work;moi-meme;work as;deaf and dumb persons work as [MASK].
Deaf mute persons;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf mute persons have a job as [MASK].
Deaf mute persons;MS;S;non;NR;;P;to be;moi-meme;are;Deaf mute persons are [MASK].
Deaf mute persons;MS;S;non;NR;;P;to need;moi-meme;need;Deaf mute persons need [MASK].
Deaf mute persons;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf mute persons work as [MASK].
Deaf and mute persons;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf and mute persons have a job as [MASK].
Deaf and mute persons;MS;S;non;NR;;P;to be;moi-meme;are;Deaf and mute persons are [MASK].
Deaf and mute persons;MS;S;non;NR;;P;to need;moi-meme;need;Deaf and mute persons need [MASK].
Deaf and mute persons;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf and mute persons work as [MASK].
Deaf-mute persons;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf-mute persons have a job as [MASK].
Deaf-mute persons;MS;S;non;NR;;P;to be;moi-meme;are;Deaf-mute persons are [MASK].
Deaf-mute persons;MS;S;non;NR;;P;to need;moi-meme;need;Deaf-mute persons need [MASK].
Deaf-mute persons;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf-mute persons work as [MASK].
Deaf and dumb persons;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf and dumb persons have a job as [MASK].
Deaf and dumb persons;MS;S;non;NR;;P;to be;moi-meme;are;Deaf and dumb persons are [MASK].
Deaf and dumb persons;MS;S;non;NR;;P;to need;moi-meme;need;Deaf and dumb persons need [MASK].
Deaf and dumb persons;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf and dumb persons work as [MASK].
deaf dumb persons;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf dumb persons have a job as [MASK].
deaf dumb persons;MS;S;non;NR;;P;to be;moi-meme;are;deaf dumb persons are [MASK].
deaf dumb persons;MS;S;non;NR;;P;to need;moi-meme;need;deaf dumb persons need [MASK].
deaf dumb persons;MS;S;non;NR;;P;to work;moi-meme;work as;deaf dumb persons work as [MASK].
deaf-dumb persons;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf-dumb persons have a job as [MASK].
deaf-dumb persons;MS;S;non;NR;;P;to be;moi-meme;are;deaf-dumb persons are [MASK].
deaf-dumb persons;MS;S;non;NR;;P;to need;moi-meme;need;deaf-dumb persons need [MASK].
deaf-dumb persons;MS;S;non;NR;;P;to work;moi-meme;work as;deaf-dumb persons work as [MASK].
Deaf dumb persons;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf dumb persons have a job as [MASK].
Deaf dumb persons;MS;S;non;NR;;P;to be;moi-meme;are;Deaf dumb persons are [MASK].
Deaf dumb persons;MS;S;non;NR;;P;to need;moi-meme;need;Deaf dumb persons need [MASK].
Deaf dumb persons;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf dumb persons work as [MASK].
Deaf-dumb persons;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf-dumb persons have a job as [MASK].
Deaf-dumb persons;MS;S;non;NR;;P;to be;moi-meme;are;Deaf-dumb persons are [MASK].
Deaf-dumb persons;MS;S;non;NR;;P;to need;moi-meme;need;Deaf-dumb persons need [MASK].
Deaf-dumb persons;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf-dumb persons work as [MASK].
deaf mute people;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf mute people have a job as [MASK].
deaf mute people;MS;S;non;NR;;P;to be;moi-meme;are;deaf mute people are [MASK].
deaf mute people;MS;S;non;NR;;P;to need;moi-meme;need;deaf mute people need [MASK].
deaf mute people;MS;S;non;NR;;P;to work;moi-meme;work as;deaf mute people work as [MASK].
deaf and mute people;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf and mute people have a job as [MASK].
deaf and mute people;MS;S;non;NR;;P;to be;moi-meme;are;deaf and mute people are [MASK].
deaf and mute people;MS;S;non;NR;;P;to need;moi-meme;need;deaf and mute people need [MASK].
deaf and mute people;MS;S;non;NR;;P;to work;moi-meme;work as;deaf and mute people work as [MASK].
deaf-mute people;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf-mute people have a job as [MASK].
deaf-mute people;MS;S;non;NR;;P;to be;moi-meme;are;deaf-mute people are [MASK].
deaf-mute people;MS;S;non;NR;;P;to need;moi-meme;need;deaf-mute people need [MASK].
deaf-mute people;MS;S;non;NR;;P;to work;moi-meme;work as;deaf-mute people work as [MASK].
deaf and dumb people;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf and dumb people have a job as [MASK].
deaf and dumb people;MS;S;non;NR;;P;to be;moi-meme;are;deaf and dumb people are [MASK].
deaf and dumb people;MS;S;non;NR;;P;to need;moi-meme;need;deaf and dumb people need [MASK].
deaf and dumb people;MS;S;non;NR;;P;to work;moi-meme;work as;deaf and dumb people work as [MASK].
Deaf mute people;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf mute people have a job as [MASK].
Deaf mute people;MS;S;non;NR;;P;to be;moi-meme;are;Deaf mute people are [MASK].
Deaf mute people;MS;S;non;NR;;P;to need;moi-meme;need;Deaf mute people need [MASK].
Deaf mute people;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf mute people work as [MASK].
Deaf and mute people;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf and mute people have a job as [MASK].
Deaf and mute people;MS;S;non;NR;;P;to be;moi-meme;are;Deaf and mute people are [MASK].
Deaf and mute people;MS;S;non;NR;;P;to need;moi-meme;need;Deaf and mute people need [MASK].
Deaf and mute people;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf and mute people work as [MASK].
Deaf-mute people;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf-mute people have a job as [MASK].
Deaf-mute people;MS;S;non;NR;;P;to be;moi-meme;are;Deaf-mute people are [MASK].
Deaf-mute people;MS;S;non;NR;;P;to need;moi-meme;need;Deaf-mute people need [MASK].
Deaf-mute people;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf-mute people work as [MASK].
Deaf and dumb people;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf and dumb people have a job as [MASK].
Deaf and dumb people;MS;S;non;NR;;P;to be;moi-meme;are;Deaf and dumb people are [MASK].
Deaf and dumb people;MS;S;non;NR;;P;to need;moi-meme;need;Deaf and dumb people need [MASK].
Deaf and dumb people;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf and dumb people work as [MASK].
deaf dumb people ;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf dumb people  have a job as [MASK].
deaf dumb people ;MS;S;non;NR;;P;to be;moi-meme;are;deaf dumb people  are [MASK].
deaf dumb people ;MS;S;non;NR;;P;to need;moi-meme;need;deaf dumb people  need [MASK].
deaf dumb people ;MS;S;non;NR;;P;to work;moi-meme;work as;deaf dumb people  work as [MASK].
deaf-dumb people ;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf-dumb people  have a job as [MASK].
deaf-dumb people ;MS;S;non;NR;;P;to be;moi-meme;are;deaf-dumb people  are [MASK].
deaf-dumb people ;MS;S;non;NR;;P;to need;moi-meme;need;deaf-dumb people  need [MASK].
deaf-dumb people ;MS;S;non;NR;;P;to work;moi-meme;work as;deaf-dumb people  work as [MASK].
Deaf dumb people ;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf dumb people  have a job as [MASK].
Deaf dumb people ;MS;S;non;NR;;P;to be;moi-meme;are;Deaf dumb people  are [MASK].
Deaf dumb people ;MS;S;non;NR;;P;to need;moi-meme;need;Deaf dumb people  need [MASK].
Deaf dumb people ;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf dumb people  work as [MASK].
Deaf-dumb people ;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf-dumb people  have a job as [MASK].
Deaf-dumb people ;MS;S;non;NR;;P;to be;moi-meme;are;Deaf-dumb people  are [MASK].
Deaf-dumb people ;MS;S;non;NR;;P;to need;moi-meme;need;Deaf-dumb people  need [MASK].
Deaf-dumb people ;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf-dumb people  work as [MASK].
everyone deaf mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone deaf mute have a job as [MASK].
everyone deaf mute;MS;S;non;NR;;P;to be;moi-meme;are;everyone deaf mute are [MASK].
everyone deaf mute;MS;S;non;NR;;P;to need;moi-meme;need;everyone deaf mute need [MASK].
everyone deaf mute;MS;S;non;NR;;P;to work;moi-meme;work as;everyone deaf mute work as [MASK].
everyone deaf and mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone deaf and mute have a job as [MASK].
everyone deaf and mute;MS;S;non;NR;;P;to be;moi-meme;are;everyone deaf and mute are [MASK].
everyone deaf and mute;MS;S;non;NR;;P;to need;moi-meme;need;everyone deaf and mute need [MASK].
everyone deaf and mute;MS;S;non;NR;;P;to work;moi-meme;work as;everyone deaf and mute work as [MASK].
everyone deaf-mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone deaf-mute have a job as [MASK].
everyone deaf-mute;MS;S;non;NR;;P;to be;moi-meme;are;everyone deaf-mute are [MASK].
everyone deaf-mute;MS;S;non;NR;;P;to need;moi-meme;need;everyone deaf-mute need [MASK].
everyone deaf-mute;MS;S;non;NR;;P;to work;moi-meme;work as;everyone deaf-mute work as [MASK].
everyone deaf and dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone deaf and dumb have a job as [MASK].
everyone deaf and dumb;MS;S;non;NR;;P;to be;moi-meme;are;everyone deaf and dumb are [MASK].
everyone deaf and dumb;MS;S;non;NR;;P;to need;moi-meme;need;everyone deaf and dumb need [MASK].
everyone deaf and dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everyone deaf and dumb work as [MASK].
everyone Deaf mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone Deaf mute have a job as [MASK].
everyone Deaf mute;MS;S;non;NR;;P;to be;moi-meme;are;everyone Deaf mute are [MASK].
everyone Deaf mute;MS;S;non;NR;;P;to need;moi-meme;need;everyone Deaf mute need [MASK].
everyone Deaf mute;MS;S;non;NR;;P;to work;moi-meme;work as;everyone Deaf mute work as [MASK].
everyone Deaf and mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone Deaf and mute have a job as [MASK].
everyone Deaf and mute;MS;S;non;NR;;P;to be;moi-meme;are;everyone Deaf and mute are [MASK].
everyone Deaf and mute;MS;S;non;NR;;P;to need;moi-meme;need;everyone Deaf and mute need [MASK].
everyone Deaf and mute;MS;S;non;NR;;P;to work;moi-meme;work as;everyone Deaf and mute work as [MASK].
everyone Deaf-mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone Deaf-mute have a job as [MASK].
everyone Deaf-mute;MS;S;non;NR;;P;to be;moi-meme;are;everyone Deaf-mute are [MASK].
everyone Deaf-mute;MS;S;non;NR;;P;to need;moi-meme;need;everyone Deaf-mute need [MASK].
everyone Deaf-mute;MS;S;non;NR;;P;to work;moi-meme;work as;everyone Deaf-mute work as [MASK].
everyone Deaf and dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone Deaf and dumb have a job as [MASK].
everyone Deaf and dumb;MS;S;non;NR;;P;to be;moi-meme;are;everyone Deaf and dumb are [MASK].
everyone Deaf and dumb;MS;S;non;NR;;P;to need;moi-meme;need;everyone Deaf and dumb need [MASK].
everyone Deaf and dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everyone Deaf and dumb work as [MASK].
everyone deaf dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone deaf dumb have a job as [MASK].
everyone deaf dumb;MS;S;non;NR;;P;to be;moi-meme;are;everyone deaf dumb are [MASK].
everyone deaf dumb;MS;S;non;NR;;P;to need;moi-meme;need;everyone deaf dumb need [MASK].
everyone deaf dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everyone deaf dumb work as [MASK].
everyone deaf-dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone deaf-dumb have a job as [MASK].
everyone deaf-dumb;MS;S;non;NR;;P;to be;moi-meme;are;everyone deaf-dumb are [MASK].
everyone deaf-dumb;MS;S;non;NR;;P;to need;moi-meme;need;everyone deaf-dumb need [MASK].
everyone deaf-dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everyone deaf-dumb work as [MASK].
everyone Deaf dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone Deaf dumb have a job as [MASK].
everyone Deaf dumb;MS;S;non;NR;;P;to be;moi-meme;are;everyone Deaf dumb are [MASK].
everyone Deaf dumb;MS;S;non;NR;;P;to need;moi-meme;need;everyone Deaf dumb need [MASK].
everyone Deaf dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everyone Deaf dumb work as [MASK].
everyone Deaf-dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone Deaf-dumb have a job as [MASK].
everyone Deaf-dumb;MS;S;non;NR;;P;to be;moi-meme;are;everyone Deaf-dumb are [MASK].
everyone Deaf-dumb;MS;S;non;NR;;P;to need;moi-meme;need;everyone Deaf-dumb need [MASK].
everyone Deaf-dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everyone Deaf-dumb work as [MASK].
everybody deaf mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody deaf mute have a job as [MASK].
everybody deaf mute;MS;S;non;NR;;P;to be;moi-meme;are;everybody deaf mute are [MASK].
everybody deaf mute;MS;S;non;NR;;P;to need;moi-meme;need;everybody deaf mute need [MASK].
everybody deaf mute;MS;S;non;NR;;P;to work;moi-meme;work as;everybody deaf mute work as [MASK].
everybody deaf and mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody deaf and mute have a job as [MASK].
everybody deaf and mute;MS;S;non;NR;;P;to be;moi-meme;are;everybody deaf and mute are [MASK].
everybody deaf and mute;MS;S;non;NR;;P;to need;moi-meme;need;everybody deaf and mute need [MASK].
everybody deaf and mute;MS;S;non;NR;;P;to work;moi-meme;work as;everybody deaf and mute work as [MASK].
everybody deaf-mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody deaf-mute have a job as [MASK].
everybody deaf-mute;MS;S;non;NR;;P;to be;moi-meme;are;everybody deaf-mute are [MASK].
everybody deaf-mute;MS;S;non;NR;;P;to need;moi-meme;need;everybody deaf-mute need [MASK].
everybody deaf-mute;MS;S;non;NR;;P;to work;moi-meme;work as;everybody deaf-mute work as [MASK].
everybody deaf and dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody deaf and dumb have a job as [MASK].
everybody deaf and dumb;MS;S;non;NR;;P;to be;moi-meme;are;everybody deaf and dumb are [MASK].
everybody deaf and dumb;MS;S;non;NR;;P;to need;moi-meme;need;everybody deaf and dumb need [MASK].
everybody deaf and dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everybody deaf and dumb work as [MASK].
everybody Deaf mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody Deaf mute have a job as [MASK].
everybody Deaf mute;MS;S;non;NR;;P;to be;moi-meme;are;everybody Deaf mute are [MASK].
everybody Deaf mute;MS;S;non;NR;;P;to need;moi-meme;need;everybody Deaf mute need [MASK].
everybody Deaf mute;MS;S;non;NR;;P;to work;moi-meme;work as;everybody Deaf mute work as [MASK].
everybody Deaf and mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody Deaf and mute have a job as [MASK].
everybody Deaf and mute;MS;S;non;NR;;P;to be;moi-meme;are;everybody Deaf and mute are [MASK].
everybody Deaf and mute;MS;S;non;NR;;P;to need;moi-meme;need;everybody Deaf and mute need [MASK].
everybody Deaf and mute;MS;S;non;NR;;P;to work;moi-meme;work as;everybody Deaf and mute work as [MASK].
everybody Deaf-mute;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody Deaf-mute have a job as [MASK].
everybody Deaf-mute;MS;S;non;NR;;P;to be;moi-meme;are;everybody Deaf-mute are [MASK].
everybody Deaf-mute;MS;S;non;NR;;P;to need;moi-meme;need;everybody Deaf-mute need [MASK].
everybody Deaf-mute;MS;S;non;NR;;P;to work;moi-meme;work as;everybody Deaf-mute work as [MASK].
everybody Deaf and dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody Deaf and dumb have a job as [MASK].
everybody Deaf and dumb;MS;S;non;NR;;P;to be;moi-meme;are;everybody Deaf and dumb are [MASK].
everybody Deaf and dumb;MS;S;non;NR;;P;to need;moi-meme;need;everybody Deaf and dumb need [MASK].
everybody Deaf and dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everybody Deaf and dumb work as [MASK].
everybody deaf dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody deaf dumb have a job as [MASK].
everybody deaf dumb;MS;S;non;NR;;P;to be;moi-meme;are;everybody deaf dumb are [MASK].
everybody deaf dumb;MS;S;non;NR;;P;to need;moi-meme;need;everybody deaf dumb need [MASK].
