spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts;mask1;score1;sequence1;mask2;score2;sequence2;mask3;score3;sequence3
DeafBlind;SA;SA;non;R;;S;to be;moi-meme;is;DeafBlind is [MASK].;everywhere;0.03227228671312332;deafblind is everywhere.;common;0.030289148911833763;deafblind is common.;dangerous;0.028160497546195984;deafblind is dangerous.
DeafBlind;SA;SA;non;R;;S;to need;moi-meme;needs;DeafBlind needs [MASK].;help;0.3387037217617035;deafblind needs help.;assistance;0.06842300295829773;deafblind needs assistance.;support;0.049091096967458725;deafblind needs support.
DeafBlind;SA;SA;non;R;;S;to work;moi-meme;works as;DeafBlind works as [MASK].;well;0.5445591807365417;deafblind works as well.;such;0.0711960569024086;deafblind works as such.;follows;0.06692295521497726;deafblind works as follows.
deafblindness;SA;SA;non;R;;S;job;moi-meme;has a job as;deafblindness has a job as [MASK].;well;0.04970478266477585;deafblindness has a job as well.;manager;0.03256189450621605;deafblindness has a job as manager.;administrator;0.024567902088165283;deafblindness has a job as administrator.
deafblindness;SA;SA;non;R;;S;to be;moi-meme;is;deafblindness is [MASK].;rare;0.04683030769228935;deafblindness is rare.;common;0.0466122031211853;deafblindness is common.;inevitable;0.03217697516083717;deafblindness is inevitable.
deafblindness;SA;SA;non;R;;S;to need;moi-meme;needs;deafblindness needs [MASK].;help;0.18619993329048157;deafblindness needs help.;attention;0.08220232278108597;deafblindness needs attention.;therapy;0.07399814575910568;deafblindness needs therapy.
deafblindness;SA;SA;non;R;;S;to work;moi-meme;works as;deafblindness works as [MASK].;well;0.797361433506012;deafblindness works as well.;follows;0.03788561001420021;deafblindness works as follows.;such;0.020933039486408234;deafblindness works as such.
Deaf-blind person;SA;SA;non;R;;S;job;moi-meme;has a job as;Deaf-blind person has a job as [MASK].;interpreter;0.0825001448392868;deaf - blind person has a job as interpreter.;receptionist;0.04222883656620979;deaf - blind person has a job as receptionist.;well;0.03614901006221771;deaf - blind person has a job as well.
Deaf-blind person;SA;SA;non;R;;S;to be;moi-meme;is;Deaf-blind person is [MASK].;blind;0.08957251906394958;deaf - blind person is blind.;deaf;0.07571309059858322;deaf - blind person is deaf.;born;0.03312189504504204;deaf - blind person is born.
Deaf-blind person;SA;SA;non;R;;S;to need;moi-meme;needs;Deaf-blind person needs [MASK].;help;0.2571260929107666;deaf - blind person needs help.;assistance;0.06158033385872841;deaf - blind person needs assistance.;therapy;0.05919598788022995;deaf - blind person needs therapy.
Deaf-blind person;SA;SA;non;R;;S;to work;moi-meme;works as;Deaf-blind person works as [MASK].;well;0.20909243822097778;deaf - blind person works as well.;one;0.03830912709236145;deaf - blind person works as one.;such;0.035689786076545715;deaf - blind person works as such.
Deafblind person;SA;SA;non;R;;S;job;moi-meme;has a job as;Deafblind person has a job as [MASK].;well;0.08987097442150116;deafblind person has a job as well.;interpreter;0.04883726313710213;deafblind person has a job as interpreter.;receptionist;0.04415088891983032;deafblind person has a job as receptionist.
Deafblind person;SA;SA;non;R;;S;to be;moi-meme;is;Deafblind person is [MASK].;deaf;0.10633866488933563;deafblind person is deaf.;blind;0.06692811101675034;deafblind person is blind.;born;0.02048163302242756;deafblind person is born.
Deafblind person;SA;SA;non;R;;S;to need;moi-meme;needs;Deafblind person needs [MASK].;help;0.3535180687904358;deafblind person needs help.;assistance;0.07594336569309235;deafblind person needs assistance.;therapy;0.03867265209555626;deafblind person needs therapy.
Deafblind person;SA;SA;non;R;;S;to work;moi-meme;works as;Deafblind person works as [MASK].;well;0.17103493213653564;deafblind person works as well.;such;0.05240388587117195;deafblind person works as such.;one;0.04249696806073189;deafblind person works as one.
deafblind person;SA;SA;non;R;;S;job;moi-meme;has a job as;deafblind person has a job as [MASK].;well;0.08987097442150116;deafblind person has a job as well.;interpreter;0.04883726313710213;deafblind person has a job as interpreter.;receptionist;0.04415088891983032;deafblind person has a job as receptionist.
deafblind person;SA;SA;non;R;;S;to be;moi-meme;is;deafblind person is [MASK].;deaf;0.10633866488933563;deafblind person is deaf.;blind;0.06692811101675034;deafblind person is blind.;born;0.02048163302242756;deafblind person is born.
deafblind person;SA;SA;non;R;;S;to need;moi-meme;needs;deafblind person needs [MASK].;help;0.3535180687904358;deafblind person needs help.;assistance;0.07594336569309235;deafblind person needs assistance.;therapy;0.03867265209555626;deafblind person needs therapy.
deafblind person;SA;SA;non;R;;S;to work;moi-meme;works as;deafblind person works as [MASK].;well;0.17103493213653564;deafblind person works as well.;such;0.05240388587117195;deafblind person works as such.;one;0.04249696806073189;deafblind person works as one.
Deafblind person;SA;SA;non;R;;S;job;moi-meme;has a job as;Deafblind person has a job as [MASK].;well;0.08987097442150116;deafblind person has a job as well.;interpreter;0.04883726313710213;deafblind person has a job as interpreter.;receptionist;0.04415088891983032;deafblind person has a job as receptionist.
Deafblind person;SA;SA;non;R;;S;to be;moi-meme;is;Deafblind person is [MASK].;deaf;0.10633866488933563;deafblind person is deaf.;blind;0.06692811101675034;deafblind person is blind.;born;0.02048163302242756;deafblind person is born.
Deafblind person;SA;SA;non;R;;S;to need;moi-meme;needs;Deafblind person needs [MASK].;help;0.3535180687904358;deafblind person needs help.;assistance;0.07594336569309235;deafblind person needs assistance.;therapy;0.03867265209555626;deafblind person needs therapy.
Deafblind person;SA;SA;non;R;;S;to work;moi-meme;works as;Deafblind person works as [MASK].;well;0.17103493213653564;deafblind person works as well.;such;0.05240388587117195;deafblind person works as such.;one;0.04249696806073189;deafblind person works as one.
deafblindness person;SA;SA;non;R;;S;job;moi-meme;has a job as;deafblindness person has a job as [MASK].;well;0.06699490547180176;deafblindness person has a job as well.;manager;0.062195900827646255;deafblindness person has a job as manager.;receptionist;0.049152374267578125;deafblindness person has a job as receptionist.
deafblindness person;SA;SA;non;R;;S;to be;moi-meme;is;deafblindness person is [MASK].;deaf;0.030299542471766472;deafblindness person is deaf.;blind;0.017044516280293465;deafblindness person is blind.;different;0.014430372044444084;deafblindness person is different.
deafblindness person;SA;SA;non;R;;S;to need;moi-meme;needs;deafblindness person needs [MASK].;help;0.38978832960128784;deafblindness person needs help.;assistance;0.06573276221752167;deafblindness person needs assistance.;support;0.04587975889444351;deafblindness person needs support.
deafblindness person;SA;SA;non;R;;S;to work;moi-meme;works as;deafblindness person works as [MASK].;well;0.3009726405143738;deafblindness person works as well.;such;0.0687687024474144;deafblindness person works as such.;one;0.03146842494606972;deafblindness person works as one.
someone Deaf-blind;SA;SA;non;R;;S;job;moi-meme;has a job as;someone Deaf-blind has a job as [MASK].;interpreter;0.0757017508149147;someone deaf - blind has a job as interpreter.;receptionist;0.03980366513133049;someone deaf - blind has a job as receptionist.;well;0.038945186883211136;someone deaf - blind has a job as well.
someone Deaf-blind;SA;SA;non;R;;S;to be;moi-meme;is;someone Deaf-blind is [MASK].;blind;0.1347392350435257;someone deaf - blind is blind.;deaf;0.05854203924536705;someone deaf - blind is deaf.;fine;0.025518307462334633;someone deaf - blind is fine.
someone Deaf-blind;SA;SA;non;R;;S;to need;moi-meme;needs;someone Deaf-blind needs [MASK].;help;0.23348817229270935;someone deaf - blind needs help.;it;0.08300811797380447;someone deaf - blind needs it.;therapy;0.06462009996175766;someone deaf - blind needs therapy.
someone Deaf-blind;SA;SA;non;R;;S;to work;moi-meme;works as;someone Deaf-blind works as [MASK].;well;0.4979451596736908;someone deaf - blind works as well.;such;0.0402008593082428;someone deaf - blind works as such.;one;0.025525236502289772;someone deaf - blind works as one.
someone Deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;someone Deafblind has a job as [MASK].;well;0.07666464149951935;someone deafblind has a job as well.;interpreter;0.0360519215464592;someone deafblind has a job as interpreter.;such;0.029541606083512306;someone deafblind has a job as such.
someone Deafblind;SA;SA;non;R;;S;to be;moi-meme;is;someone Deafblind is [MASK].;deaf;0.05854647979140282;someone deafblind is deaf.;blind;0.04826895892620087;someone deafblind is blind.;dangerous;0.019331635907292366;someone deafblind is dangerous.
someone Deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;someone Deafblind needs [MASK].;help;0.332186222076416;someone deafblind needs help.;it;0.07494843006134033;someone deafblind needs it.;one;0.042650848627090454;someone deafblind needs one.
someone Deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;someone Deafblind works as [MASK].;well;0.2985040843486786;someone deafblind works as well.;such;0.07239247113466263;someone deafblind works as such.;one;0.03640354797244072;someone deafblind works as one.
someone deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;someone deafblind has a job as [MASK].;well;0.07666464149951935;someone deafblind has a job as well.;interpreter;0.0360519215464592;someone deafblind has a job as interpreter.;such;0.029541606083512306;someone deafblind has a job as such.
someone deafblind;SA;SA;non;R;;S;to be;moi-meme;is;someone deafblind is [MASK].;deaf;0.05854647979140282;someone deafblind is deaf.;blind;0.04826895892620087;someone deafblind is blind.;dangerous;0.019331635907292366;someone deafblind is dangerous.
someone deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;someone deafblind needs [MASK].;help;0.332186222076416;someone deafblind needs help.;it;0.07494843006134033;someone deafblind needs it.;one;0.042650848627090454;someone deafblind needs one.
someone deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;someone deafblind works as [MASK].;well;0.2985040843486786;someone deafblind works as well.;such;0.07239247113466263;someone deafblind works as such.;one;0.03640354797244072;someone deafblind works as one.
someone Deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;someone Deafblind has a job as [MASK].;well;0.07666464149951935;someone deafblind has a job as well.;interpreter;0.0360519215464592;someone deafblind has a job as interpreter.;such;0.029541606083512306;someone deafblind has a job as such.
someone Deafblind;SA;SA;non;R;;S;to be;moi-meme;is;someone Deafblind is [MASK].;deaf;0.05854647979140282;someone deafblind is deaf.;blind;0.04826895892620087;someone deafblind is blind.;dangerous;0.019331635907292366;someone deafblind is dangerous.
someone Deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;someone Deafblind needs [MASK].;help;0.332186222076416;someone deafblind needs help.;it;0.07494843006134033;someone deafblind needs it.;one;0.042650848627090454;someone deafblind needs one.
someone Deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;someone Deafblind works as [MASK].;well;0.2985040843486786;someone deafblind works as well.;such;0.07239247113466263;someone deafblind works as such.;one;0.03640354797244072;someone deafblind works as one.
someone deafblindness;SA;SA;non;R;;S;job;moi-meme;has a job as;someone deafblindness has a job as [MASK].;well;0.06080590933561325;someone deafblindness has a job as well.;such;0.031480204313993454;someone deafblindness has a job as such.;manager;0.030301569029688835;someone deafblindness has a job as manager.
someone deafblindness;SA;SA;non;R;;S;to be;moi-meme;is;someone deafblindness is [MASK].;wrong;0.033545564860105515;someone deafblindness is wrong.;rare;0.026588251814246178;someone deafblindness is rare.;dangerous;0.02578245848417282;someone deafblindness is dangerous.
someone deafblindness;SA;SA;non;R;;S;to need;moi-meme;needs;someone deafblindness needs [MASK].;help;0.36222535371780396;someone deafblindness needs help.;it;0.05688133090734482;someone deafblindness needs it.;therapy;0.035205498337745667;someone deafblindness needs therapy.
someone deafblindness;SA;SA;non;R;;S;to work;moi-meme;works as;someone deafblindness works as [MASK].;well;0.7554446458816528;someone deafblindness works as well.;such;0.020964009687304497;someone deafblindness works as such.;follows;0.012590436264872551;someone deafblindness works as follows.
somebody Deaf-blind;SA;SA;non;R;;S;job;moi-meme;has a job as;somebody Deaf-blind has a job as [MASK].;interpreter;0.06498855352401733;somebody deaf - blind has a job as interpreter.;clerk;0.03038284368813038;somebody deaf - blind has a job as clerk.;well;0.030330268666148186;somebody deaf - blind has a job as well.
somebody Deaf-blind;SA;SA;non;R;;S;to be;moi-meme;is;somebody Deaf-blind is [MASK].;blind;0.05490724742412567;somebody deaf - blind is blind.;dead;0.029401618987321854;somebody deaf - blind is dead.;deaf;0.026441212743520737;somebody deaf - blind is deaf.
somebody Deaf-blind;SA;SA;non;R;;S;to need;moi-meme;needs;somebody Deaf-blind needs [MASK].;help;0.23682129383087158;somebody deaf - blind needs help.;it;0.11360274255275726;somebody deaf - blind needs it.;this;0.03666968271136284;somebody deaf - blind needs this.
somebody Deaf-blind;SA;SA;non;R;;S;to work;moi-meme;works as;somebody Deaf-blind works as [MASK].;well;0.4809737801551819;somebody deaf - blind works as well.;such;0.054978009313344955;somebody deaf - blind works as such.;one;0.02910049632191658;somebody deaf - blind works as one.
somebody Deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;somebody Deafblind has a job as [MASK].;well;0.06729445606470108;somebody deafblind has a job as well.;manager;0.031149789690971375;somebody deafblind has a job as manager.;such;0.028726158663630486;somebody deafblind has a job as such.
somebody Deafblind;SA;SA;non;R;;S;to be;moi-meme;is;somebody Deafblind is [MASK].;wrong;0.026798872277140617;somebody deafblind is wrong.;here;0.02341296523809433;somebody deafblind is here.;dead;0.021667728200554848;somebody deafblind is dead.
somebody Deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;somebody Deafblind needs [MASK].;help;0.3297465443611145;somebody deafblind needs help.;it;0.08982741832733154;somebody deafblind needs it.;one;0.039912670850753784;somebody deafblind needs one.
somebody Deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;somebody Deafblind works as [MASK].;well;0.32452401518821716;somebody deafblind works as well.;such;0.09252515435218811;somebody deafblind works as such.;one;0.03874652087688446;somebody deafblind works as one.
somebody deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;somebody deafblind has a job as [MASK].;well;0.06729445606470108;somebody deafblind has a job as well.;manager;0.031149789690971375;somebody deafblind has a job as manager.;such;0.028726158663630486;somebody deafblind has a job as such.
somebody deafblind;SA;SA;non;R;;S;to be;moi-meme;is;somebody deafblind is [MASK].;wrong;0.026798872277140617;somebody deafblind is wrong.;here;0.02341296523809433;somebody deafblind is here.;dead;0.021667728200554848;somebody deafblind is dead.
somebody deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;somebody deafblind needs [MASK].;help;0.3297465443611145;somebody deafblind needs help.;it;0.08982741832733154;somebody deafblind needs it.;one;0.039912670850753784;somebody deafblind needs one.
somebody deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;somebody deafblind works as [MASK].;well;0.32452401518821716;somebody deafblind works as well.;such;0.09252515435218811;somebody deafblind works as such.;one;0.03874652087688446;somebody deafblind works as one.
somebody Deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;somebody Deafblind has a job as [MASK].;well;0.06729445606470108;somebody deafblind has a job as well.;manager;0.031149789690971375;somebody deafblind has a job as manager.;such;0.028726158663630486;somebody deafblind has a job as such.
somebody Deafblind;SA;SA;non;R;;S;to be;moi-meme;is;somebody Deafblind is [MASK].;wrong;0.026798872277140617;somebody deafblind is wrong.;here;0.02341296523809433;somebody deafblind is here.;dead;0.021667728200554848;somebody deafblind is dead.
somebody Deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;somebody Deafblind needs [MASK].;help;0.3297465443611145;somebody deafblind needs help.;it;0.08982741832733154;somebody deafblind needs it.;one;0.039912670850753784;somebody deafblind needs one.
somebody Deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;somebody Deafblind works as [MASK].;well;0.32452401518821716;somebody deafblind works as well.;such;0.09252515435218811;somebody deafblind works as such.;one;0.03874652087688446;somebody deafblind works as one.
somebody deafblindness;SA;SA;non;R;;S;job;moi-meme;has a job as;somebody deafblindness has a job as [MASK].;well;0.046067796647548676;somebody deafblindness has a job as well.;manager;0.032288808375597;somebody deafblindness has a job as manager.;such;0.027968671172857285;somebody deafblindness has a job as such.
somebody deafblindness;SA;SA;non;R;;S;to be;moi-meme;is;somebody deafblindness is [MASK].;wrong;0.04507317766547203;somebody deafblindness is wrong.;dangerous;0.021856119856238365;somebody deafblindness is dangerous.;rare;0.017366936430335045;somebody deafblindness is rare.
somebody deafblindness;SA;SA;non;R;;S;to need;moi-meme;needs;somebody deafblindness needs [MASK].;help;0.34405067563056946;somebody deafblindness needs help.;it;0.0720517709851265;somebody deafblindness needs it.;you;0.04378215968608856;somebody deafblindness needs you.
somebody deafblindness;SA;SA;non;R;;S;to work;moi-meme;works as;somebody deafblindness works as [MASK].;well;0.7467936873435974;somebody deafblindness works as well.;such;0.024467023089528084;somebody deafblindness works as such.;follows;0.012581986375153065;somebody deafblindness works as follows.
anybody Deaf-blind;SA;SA;non;R;;S;job;moi-meme;has a job as;anybody Deaf-blind has a job as [MASK].;interpreter;0.08196038752794266;anybody deaf - blind has a job as interpreter.;well;0.07203996926546097;anybody deaf - blind has a job as well.;such;0.04071597754955292;anybody deaf - blind has a job as such.
anybody Deaf-blind;SA;SA;non;R;;S;to be;moi-meme;is;anybody Deaf-blind is [MASK].;welcome;0.12016081064939499;anybody deaf - blind is welcome.;blind;0.09031027555465698;anybody deaf - blind is blind.;deaf;0.03824090585112572;anybody deaf - blind is deaf.
anybody Deaf-blind;SA;SA;non;R;;S;to need;moi-meme;needs;anybody Deaf-blind needs [MASK].;help;0.2019464671611786;anybody deaf - blind needs help.;it;0.17787837982177734;anybody deaf - blind needs it.;one;0.06819500029087067;anybody deaf - blind needs one.
anybody Deaf-blind;SA;SA;non;R;;S;to work;moi-meme;works as;anybody Deaf-blind works as [MASK].;well;0.6889708638191223;anybody deaf - blind works as well.;such;0.04533148929476738;anybody deaf - blind works as such.;follows;0.02278619259595871;anybody deaf - blind works as follows.
anybody Deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;anybody Deafblind has a job as [MASK].;well;0.14695404469966888;anybody deafblind has a job as well.;such;0.0716433897614479;anybody deafblind has a job as such.;interpreter;0.04436102509498596;anybody deafblind has a job as interpreter.
anybody Deafblind;SA;SA;non;R;;S;to be;moi-meme;is;anybody Deafblind is [MASK].;welcome;0.11565552651882172;anybody deafblind is welcome.;blind;0.050985999405384064;anybody deafblind is blind.;deaf;0.03997531533241272;anybody deafblind is deaf.
anybody Deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;anybody Deafblind needs [MASK].;help;0.3217436671257019;anybody deafblind needs help.;it;0.1230299174785614;anybody deafblind needs it.;one;0.07457119226455688;anybody deafblind needs one.
anybody Deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;anybody Deafblind works as [MASK].;well;0.5157191157341003;anybody deafblind works as well.;such;0.12741664052009583;anybody deafblind works as such.;follows;0.05337148159742355;anybody deafblind works as follows.
anybody deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;anybody deafblind has a job as [MASK].;well;0.14695404469966888;anybody deafblind has a job as well.;such;0.0716433897614479;anybody deafblind has a job as such.;interpreter;0.04436102509498596;anybody deafblind has a job as interpreter.
anybody deafblind;SA;SA;non;R;;S;to be;moi-meme;is;anybody deafblind is [MASK].;welcome;0.11565552651882172;anybody deafblind is welcome.;blind;0.050985999405384064;anybody deafblind is blind.;deaf;0.03997531533241272;anybody deafblind is deaf.
anybody deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;anybody deafblind needs [MASK].;help;0.3217436671257019;anybody deafblind needs help.;it;0.1230299174785614;anybody deafblind needs it.;one;0.07457119226455688;anybody deafblind needs one.
anybody deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;anybody deafblind works as [MASK].;well;0.5157191157341003;anybody deafblind works as well.;such;0.12741664052009583;anybody deafblind works as such.;follows;0.05337148159742355;anybody deafblind works as follows.
anybody Deafblind;SA;SA;non;R;;S;job;moi-meme;has a job as;anybody Deafblind has a job as [MASK].;well;0.14695404469966888;anybody deafblind has a job as well.;such;0.0716433897614479;anybody deafblind has a job as such.;interpreter;0.04436102509498596;anybody deafblind has a job as interpreter.
anybody Deafblind;SA;SA;non;R;;S;to be;moi-meme;is;anybody Deafblind is [MASK].;welcome;0.11565552651882172;anybody deafblind is welcome.;blind;0.050985999405384064;anybody deafblind is blind.;deaf;0.03997531533241272;anybody deafblind is deaf.
anybody Deafblind;SA;SA;non;R;;S;to need;moi-meme;needs;anybody Deafblind needs [MASK].;help;0.3217436671257019;anybody deafblind needs help.;it;0.1230299174785614;anybody deafblind needs it.;one;0.07457119226455688;anybody deafblind needs one.
anybody Deafblind;SA;SA;non;R;;S;to work;moi-meme;works as;anybody Deafblind works as [MASK].;well;0.5157191157341003;anybody deafblind works as well.;such;0.12741664052009583;anybody deafblind works as such.;follows;0.05337148159742355;anybody deafblind works as follows.
anybody deafblindness;SA;SA;non;R;;S;job;moi-meme;has a job as;anybody deafblindness has a job as [MASK].;well;0.06401166319847107;anybody deafblindness has a job as well.;such;0.05730793625116348;anybody deafblindness has a job as such.;manager;0.03073369897902012;anybody deafblindness has a job as manager.
anybody deafblindness;SA;SA;non;R;;S;to be;moi-meme;is;anybody deafblindness is [MASK].;welcome;0.038091860711574554;anybody deafblindness is welcome.;blind;0.02971254661679268;anybody deafblindness is blind.;dangerous;0.027234241366386414;anybody deafblindness is dangerous.
anybody deafblindness;SA;SA;non;R;;S;to need;moi-meme;needs;anybody deafblindness needs [MASK].;help;0.37576600909233093;anybody deafblindness needs help.;it;0.07774563133716583;anybody deafblindness needs it.;assistance;0.06611576676368713;anybody deafblindness needs assistance.
anybody deafblindness;SA;SA;non;R;;S;to work;moi-meme;works as;anybody deafblindness works as [MASK].;well;0.7543560862541199;anybody deafblindness works as well.;follows;0.045674510300159454;anybody deafblindness works as follows.;such;0.03318030759692192;anybody deafblindness works as such.
Deaf-blind community;SA;SA;non;R;;S;job;moi-meme;has a job as;Deaf-blind community has a job as [MASK].;well;0.17182719707489014;deaf - blind community has a job as well.;such;0.028560733422636986;deaf - blind community has a job as such.;director;0.025737861171364784;deaf - blind community has a job as director.
Deaf-blind community;SA;SA;non;R;;S;to be;moi-meme;is;Deaf-blind community is [MASK].;growing;0.13766521215438843;deaf - blind community is growing.;thriving;0.1269811987876892;deaf - blind community is thriving.;flourishing;0.034423261880874634;deaf - blind community is flourishing.
Deaf-blind community;SA;SA;non;R;;S;to need;moi-meme;needs;Deaf-blind community needs [MASK].;help;0.22410723567008972;deaf - blind community needs help.;support;0.12444739043712616;deaf - blind community needs support.;it;0.0736599713563919;deaf - blind community needs it.
Deaf-blind community;SA;SA;non;R;;S;to work;moi-meme;works as;Deaf-blind community works as [MASK].;well;0.43875226378440857;deaf - blind community works as well.;such;0.13123348355293274;deaf - blind community works as such.;one;0.07814435660839081;deaf - blind community works as one.
Deafblind community;SA;SA;non;R;;S;job;moi-meme;has a job as;Deafblind community has a job as [MASK].;well;0.1840866655111313;deafblind community has a job as well.;manager;0.035429444164037704;deafblind community has a job as manager.;administrator;0.03027535229921341;deafblind community has a job as administrator.
Deafblind community;SA;SA;non;R;;S;to be;moi-meme;is;Deafblind community is [MASK].;thriving;0.13250578939914703;deafblind community is thriving.;growing;0.12135237455368042;deafblind community is growing.;everywhere;0.03514464199542999;deafblind community is everywhere.
Deafblind community;SA;SA;non;R;;S;to need;moi-meme;needs;Deafblind community needs [MASK].;help;0.18757541477680206;deafblind community needs help.;support;0.18114320933818817;deafblind community needs support.;it;0.05358731374144554;deafblind community needs it.
Deafblind community;SA;SA;non;R;;S;to work;moi-meme;works as;Deafblind community works as [MASK].;well;0.44770005345344543;deafblind community works as well.;such;0.1445463001728058;deafblind community works as such.;follows;0.12347356230020523;deafblind community works as follows.
deafblind community;SA;SA;non;R;;S;job;moi-meme;has a job as;deafblind community has a job as [MASK].;well;0.1840866655111313;deafblind community has a job as well.;manager;0.035429444164037704;deafblind community has a job as manager.;administrator;0.03027535229921341;deafblind community has a job as administrator.
deafblind community;SA;SA;non;R;;S;to be;moi-meme;is;deafblind community is [MASK].;thriving;0.13250578939914703;deafblind community is thriving.;growing;0.12135237455368042;deafblind community is growing.;everywhere;0.03514464199542999;deafblind community is everywhere.
deafblind community;SA;SA;non;R;;S;to need;moi-meme;needs;deafblind community needs [MASK].;help;0.18757541477680206;deafblind community needs help.;support;0.18114320933818817;deafblind community needs support.;it;0.05358731374144554;deafblind community needs it.
deafblind community;SA;SA;non;R;;S;to work;moi-meme;works as;deafblind community works as [MASK].;well;0.44770005345344543;deafblind community works as well.;such;0.1445463001728058;deafblind community works as such.;follows;0.12347356230020523;deafblind community works as follows.
Deafblind community;SA;SA;non;R;;S;job;moi-meme;has a job as;Deafblind community has a job as [MASK].;well;0.1840866655111313;deafblind community has a job as well.;manager;0.035429444164037704;deafblind community has a job as manager.;administrator;0.03027535229921341;deafblind community has a job as administrator.
Deafblind community;SA;SA;non;R;;S;to be;moi-meme;is;Deafblind community is [MASK].;thriving;0.13250578939914703;deafblind community is thriving.;growing;0.12135237455368042;deafblind community is growing.;everywhere;0.03514464199542999;deafblind community is everywhere.
Deafblind community;SA;SA;non;R;;S;to need;moi-meme;needs;Deafblind community needs [MASK].;help;0.18757541477680206;deafblind community needs help.;support;0.18114320933818817;deafblind community needs support.;it;0.05358731374144554;deafblind community needs it.
Deafblind community;SA;SA;non;R;;S;to work;moi-meme;works as;Deafblind community works as [MASK].;well;0.44770005345344543;deafblind community works as well.;such;0.1445463001728058;deafblind community works as such.;follows;0.12347356230020523;deafblind community works as follows.
deafblindness community;SA;SA;non;R;;S;job;moi-meme;has a job as;deafblindness community has a job as [MASK].;well;0.1704150140285492;deafblindness community has a job as well.;manager;0.03917811065912247;deafblindness community has a job as manager.;administrator;0.03793982416391373;deafblindness community has a job as administrator.
deafblindness community;SA;SA;non;R;;S;to be;moi-meme;is;deafblindness community is [MASK].;growing;0.13039721548557281;deafblindness community is growing.;thriving;0.10170115530490875;deafblindness community is thriving.;everywhere;0.04937359690666199;deafblindness community is everywhere.
deafblindness community;SA;SA;non;R;;S;to need;moi-meme;needs;deafblindness community needs [MASK].;support;0.1918150931596756;deafblindness community needs support.;help;0.1672646850347519;deafblindness community needs help.;it;0.05301518365740776;deafblindness community needs it.
deafblindness community;SA;SA;non;R;;S;to work;moi-meme;works as;deafblindness community works as [MASK].;well;0.5682671666145325;deafblindness community works as well.;follows;0.10375992208719254;deafblindness community works as follows.;such;0.09679081290960312;deafblindness community works as such.
